ID,Name,Country of Incorporation,Country of Incorporation,GICS Sector Name,GICS Sector Name
DCBA.NS,DCB Bank Ltd,India,India,Financials,Financials
SCYS.NS,Steel City Securities Ltd,India,India,Financials,Financials
MCEI.NS,Multi Commodity Exchange of India Ltd,India,India,Financials,Financials
SINV.BO,Sharp Investments Ltd,India,India,Financials,Financials
PWFC.NS,Power Finance Corporation Ltd,India,India,Financials,Financials
TRFI.NS,Transwarranty Finance Ltd,India,India,Financials,Financials
STTC.BO,Step Two Corporation Ltd,India,India,Financials,Financials
YAST.BO,Yash Trading and Finance Ltd,India,India,Financials,Financials
GOWL.BO,Gowra Leasing and Finance Ltd,India,India,Financials,Financials
LOHS.BO,Lohia Securities Ltd,India,India,Financials,Financials
INBA.NS,Indian Bank,India,India,Financials,Financials
AUTH.NS,Authum Investment & Infrastructure Ltd,India,India,Financials,Financials
ICRA.NS,ICRA Ltd,India,India,Financials,Financials
MOFS.NS,Motilal Oswal Financial Services Ltd,India,India,Financials,Financials
CBI.NS,Central Bank of India Ltd,India,India,Financials,Financials
MCDH.NS,McDowell Holdings Ltd,India,India,Financials,Financials
HACA.BO,Haryana Capfin Ltd,India,India,Financials,Financials
RELG.NS,Religare Enterprises Ltd,India,India,Financials,Financials
EDEL.NS,Edelweiss Financial Services Ltd,India,India,Financials,Financials
RECM.NS,REC Limited,India,India,Financials,Financials
BILL.BO,Bervin Investment and Leasing Ltd,India,India,Financials,Financials
NCIL.NS,Nagreeka Capital & Infrastructure Ltd,India,India,Financials,Financials
PISA.NS,Paisalo Digital Ltd,India,India,Financials,Financials
PHTN.BO,Photon Capital Advisors Ltd,India,India,Financials,Financials
UTIA.NS,UTI Asset Management Company Ltd,India,India,Financials,Financials
SUNG.BO,Sungold Capital Ltd,India,India,Financials,Financials
BJFS.NS,Bajaj Finserv Ltd,India,India,Financials,Financials
AMLG.BO,Amalgamated Electricity Company Ltd,India,India,Financials,Financials
SWIN.BO,SW Investments Ltd,India,India,Financials,Financials
TILV.BO,Tilak Ventures Ltd,India,India,Financials,Financials
MDSE.BO,Madhusudan Securities Ltd,India,India,Financials,Financials
MONO.BO,Monotype India Ltd,India,India,Financials,Financials
IISL.BO,Indian Infotech and Software Ltd,India,India,Financials,Financials
LONG.BO,Longspur International Ventures Ltd,India,India,Financials,Financials
BANA.BO,Banas Finance Ltd,India,India,Financials,Financials
PSIT.BO,PS IT Infrastructure & Services Ltd,India,India,Financials,Financials
KAIR.BO,Kairosoft AI Solutions Ltd,India,India,Financials,Financials
PFCS.BO,Pro Fin Capital Services Ltd,India,India,Financials,Financials
ABAS.BO,Abans Enterprises Ltd,India,India,Financials,Financials
MISH.BO,Mishka Finance and Trading Ltd,India,India,Financials,Financials
YUNK.BO,Yunik Managing Advisors Ltd,India,India,Financials,Financials
NAHA.NS,Nahar Capital and Financial Services Ltd,India,India,Financials,Financials
DHAE.NS,Dhani Services Ltd,India,India,Financials,Financials
KBSI.BO,KBS India Ltd,India,India,Financials,Financials
WICL.NS,Welspun Investments and Commercials Ltd,India,India,Financials,Financials
CPIT.BO,Capital India Finance Ltd,India,India,Financials,Financials
MOOG.BO,Moongipa Capital Finance Ltd,India,India,Financials,Financials
VAXH.BO,Vax Housing Ltd,India,India,Financials,Financials
KENF.BO,Ken Financial Services Ltd,India,India,Financials,Financials
BAAC.BO,Bengal & Assam Company Ltd,India,India,Financials,Financials
BSEL.NS,BSE Ltd,India,India,Financials,Financials
ADIN.BO,Adinath Exim Resources Ltd,India,India,Financials,Financials
IGSL.NS,Inventure Growth & Securities Ltd,India,India,Financials,Financials
VIKA.BO,Vikalp Securities Ltd,India,India,Financials,Financials
ASHU.BO,Tridev Infraestates Ltd,India,India,Financials,Financials
PUNA.NS,Punjab & Sind Bank,India,India,Financials,Financials
PAYT.NS,One 97 Communications Ltd,India,India,Financials,Financials
LFIC.NS,Lakshmi Finance and Industrial Corp Ltd,India,India,Financials,Financials
SAFL.BO,Safal Securities Ltd,India,India,Financials,Financials
NCRF.BO,NCL Research and Financial Services Ltd,India,India,Financials,Financials
ANER.BO,Aneri Fincap Ltd,India,India,Financials,Financials
SPAD.NS,Spandana Sphoorty Financial Ltd,India,India,Financials,Financials
AGST.NS,AGS Transact Technologies Ltd,India,India,Financials,Financials
MUTT.NS,Muthoot Finance Ltd,India,India,Financials,Financials
LTFL.NS,L&T Finance Ltd,India,India,Financials,Financials
PTCN.NS,PTC India Financial Services Ltd,India,India,Financials,Financials
ONEL.NS,Onelife Capital Advisors Ltd,India,India,Financials,Financials
KALA.NS,Kalyani Investment Company Ltd,India,India,Financials,Financials
BFIN.NS,BF Investment Ltd,India,India,Financials,Financials
INNO.BO,Innovassynth Investments Ltd,India,India,Financials,Financials
STEL.NS,STEL Holdings Ltd,India,India,Financials,Financials
ECON.BO,Econo Trade (India) Ltd,India,India,Financials,Financials
ARNO.BO,Arnold Holdings Ltd,India,India,Financials,Financials
DHUS.NS,Dhunseri Investments Ltd,India,India,Financials,Financials
DASL.BO,Daulat Securities Ltd,India,India,Financials,Financials
ITSL.NS,Indo Thai Securities Ltd,India,India,Financials,Financials
DELW.NS,Delphi World Money Ltd,India,India,Financials,Financials
DYNC.BO,Dynamic Portfolio Management & Services Ltd,India,India,Financials,Financials
EKAM.BO,Ekam Leasing and Finance Co Ltd,India,India,Financials,Financials
GLOB.BO,Global Infratech & Finance Ltd,India,India,Financials,Financials
HUDC.NS,Housing and Urban Development Corporation Ltd,India,India,Financials,Financials
PNBH.NS,PNB Housing Finance Ltd,India,India,Financials,Financials
CREI.NS,CARE Ratings Ltd,India,India,Financials,Financials
RHFL.NS,Repco Home Finance Ltd,India,India,Financials,Financials
PILN.NS,Pilani Investment And Industries Corporation Ltd,India,India,Financials,Financials
RRSE.BO,R R Securities Ltd,India,India,Financials,Financials
FERV.BO,Fervent Synergies Ltd,India,India,Financials,Financials
GRCR.BO,Greencrest Financial Services Ltd,India,India,Financials,Financials
PYXI.BO,Pyxis Finvest Ltd,India,India,Financials,Financials
PRMF.BO,Pmc Fincorp Ltd,India,India,Financials,Financials
FUTU.BO,Futuristic Solutions Ltd,India,India,Financials,Financials
GENA.NS,General Insurance Corporation of India,India,India,Financials,Financials
DISR.BO,Disha Resources Ltd,India,India,Financials,Financials
CMFC.BO,Comfort Commotrade Ltd,India,India,Financials,Financials
TAMI.NS,Tamilnad Mercantile Bank Ltd,India,India,Financials,Financials
SRGH.NS,SRG Housing Finance Ltd,India,India,Financials,Financials
SMCG.NS,SMC Global Securities Ltd,India,India,Financials,Financials
CASP.BO,Caspian Corporate Services Ltd,India,India,Financials,Financials
GCMS.BO,GCM Securities Ltd,India,India,Financials,Financials
COMO.BO,Comfort Fincap Ltd,India,India,Financials,Financials
IFIN.BO,India Finsec Ltd,India,India,Financials,Financials
KIFS.BO,Kifs Financial Services Ltd,India,India,Financials,Financials
ALCR.BO,Alacrity Securities Ltd,India,India,Financials,Financials
MATE.BO,Money Masters Leasing and Finance Ltd,India,India,Financials,Financials
GCMC.BO,GCM Commodity & Derivatives Ltd,India,India,Financials,Financials
AMRA.BO,Amrapali Capital and Finance Services Ltd,India,India,Financials,Financials
SMMN.NS,Sammaan Capital Ltd,India,India,Financials,Financials
SRGS.BO,S R G Securities Finance Ltd,India,India,Financials,Financials
STLL.BO,Stellar Capital Services Ltd,India,India,Financials,Financials
JINL.NS,Jindal Poly Investment and Finance Company Ltd,India,India,Financials,Financials
SACE.NS,Spacenet Enterprises India Ltd,India,India,Financials,Financials
AGCM.BO,Agrimony Commodities Ltd,India,India,Financials,Financials
SPSF.BO,SPS Finquest Ltd,India,India,Financials,Financials
RATB.NS,RBL Bank Ltd,India,India,Financials,Financials
GCMA.BO,GCM Capital Advisors Ltd,India,India,Financials,Financials
VIJI.NS,Viji Finance Ltd,India,India,Financials,Financials
MONB.BO,Moneyboxx Finance Ltd,India,India,Financials,Financials
KIRN.BO,Kiran Vyapar Ltd,India,India,Financials,Financials
GDLN.BO,Gold Line International Finvest Ltd,India,India,Financials,Financials
AFET.BO,A F Enterprises Ltd,India,India,Financials,Financials
JACK.BO,Jackson Investments Ltd,India,India,Financials,Financials
CLGF.BO,Classic Global Finance and Capital Ltd,India,India,Financials,Financials
CAPI.BO,Capital Trade Links Ltd,India,India,Financials,Financials
RALF.BO,Ramchandra Leasing and Finance Ltd,India,India,Financials,Financials
MEGC.BO,Meghna Infracon Infrastructure Ltd,India,India,Financials,Financials
IIAN.NS,Indian Energy Exchange Ltd,India,India,Financials,Financials
ACHL.BO,Achal Investments Ltd,India,India,Financials,Financials
TTIE.BO,TTI Enterprise Ltd,India,India,Financials,Financials
TOYA.BO,Toyam Sports Ltd,India,India,Financials,Financials
ARYC.BO,Aryaman Capital Markets Ltd,India,India,Financials,Financials
VIGC.BO,Vibrant Global Capital Ltd,India,India,Financials,Financials
STAO.BO,Star Housing Finance Ltd,India,India,Financials,Financials
KRNA.BO,Karnavati Finance Ltd,India,India,Financials,Financials
IFIB.NS,Infibeam Avenues Ltd,India,India,Financials,Financials
NIYO.BO,Niyogin Fintech Ltd,India,India,Financials,Financials
KLYC.BO,Kalyan Capitals Ltd,India,India,Financials,Financials
JMJF.BO,JMJ Fintech Ltd,India,India,Financials,Financials
SSPN.BO,SSPN Finance Ltd,India,India,Financials,Financials
PANF.BO,Panafic Industrials Ltd,India,India,Financials,Financials
CENA.NS,Central Depository Services (India) Ltd,India,India,Financials,Financials
NEIL.BO,Neil Industries Ltd,India,India,Financials,Financials
FRLF.BO,Franklin Leasing and Finance Ltd,India,India,Financials,Financials
BLUO.BO,BlueBlood Ventures Ltd,India,India,Financials,Financials
RJPU.BO,Rajputana Investment & Finance Ltd,India,India,Financials,Financials
PAUL.BO,Paul Merchants Ltd,India,India,Financials,Financials
VBIN.BO,VB Industries Ltd,India,India,Financials,Financials
SBIL.NS,SBI Life Insurance Company Ltd,India,India,Financials,Financials
AMRF.BO,Amrapali Fincap Ltd,India,India,Financials,Financials
SGFI.BO,SG Finserve Ltd,India,India,Financials,Financials
BANH.NS,Bandhan Bank Ltd,India,India,Financials,Financials
SATR.NS,Satin Creditcare Network Ltd,India,India,Financials,Financials
NVCA.BO,Navigant Corporate Advisors Ltd,India,India,Financials,Financials
HDFL.NS,HDFC Life Insurance Company Ltd,India,India,Financials,Financials
IDFB.NS,IDFC First Bank Ltd,India,India,Financials,Financials
INAC.NS,IndoStar Capital Finance Ltd,India,India,Financials,Financials
BFLA.BO,BFL Asset Finvest Ltd,India,India,Financials,Financials
ICIR.NS,ICICI Prudential Life Insurance Company Ltd,India,India,Financials,Financials
RSDF.BO,RSD Finance Ltd,India,India,Financials,Financials
MASF.NS,MAS Financial Services Ltd,India,India,Financials,Financials
MASK.NS,Mask Investments Ltd,India,India,Financials,Financials
AUFI.NS,AU Small Finance Bank Ltd,India,India,Financials,Financials
NBII.NS,NBI Industrial Finance Company Ltd,India,India,Financials,Financials
LKPS.BO,LKP Securities Ltd,India,India,Financials,Financials
TRUC.NS,Trucap Finance Ltd,India,India,Financials,Financials
ESCR.BO,Escorp Asset Management Ltd,India,India,Financials,Financials
THEE.NS,New India Assurance Company Ltd,India,India,Financials,Financials
CLAL.BO,Classic Leasing & Finance Ltd,India,India,Financials,Financials
INAR.NS,Indian Renewable Energy Development Agency Ltd,India,India,Financials,Financials
ICIL.NS,ICICI Lombard General Insurance Company Ltd,India,India,Financials,Financials
NIPF.NS,Nippon Life India Asset Management Ltd,India,India,Financials,Financials
INID.NS,Indian Railway Finance Corp Ltd,India,India,Financials,Financials
SCAC.NS,Share India Securities Ltd,India,India,Financials,Financials
ADTB.NS,Aditya Birla Capital Ltd,India,India,Financials,Financials
RLIC.NS,Reliance Home Finance Ltd,India,India,Financials,Financials
ICCI.NS,ICICI Securities Ltd,India,India,Financials,Financials
PAIS.NS,5Paisa Capital Ltd,India,India,Financials,Financials
HDFA.NS,HDFC Asset Management Company Ltd,India,India,Financials,Financials
CRDE.NS,CreditAccess Grameen Ltd,India,India,Financials,Financials
AVAS.NS,Aavas Financiers Ltd,India,India,Financials,Financials
MUTO.NS,Muthoot Microfin Ltd,India,India,Financials,Financials
ANGO.NS,Angel One Ltd,India,India,Financials,Financials
HIKL.BO,Hi-Klass Trading and Investment Ltd,India,India,Financials,Financials
SAPC.BO,SPA Capital Advisors Limited,India,India,Financials,Financials
AARS.BO,AAR Shyam India Investment Company Ltd,India,India,Financials,Financials
JYON.BO,Jyot International Marketing Ltd,India,India,Financials,Financials
COKN.NS,Cox & Kings Financial Service Ltd,India,India,Financials,Financials
SBIC.NS,SBI Cards and Payment Services Ltd,India,India,Financials,Financials
EASF.NS,ESAF Small Finance Bank Limited,India,India,Financials,Financials
ONEW.NS,360 One Wam Ltd,India,India,Financials,Financials
IIFS.NS,IIFL Capital Services Ltd,India,India,Financials,Financials
MUFI.NS,Mufin Green Finance Ltd,India,India,Financials,Financials
UJJI.NS,Ujjivan Small Finance Bank Ltd,India,India,Financials,Financials
CSBB.NS,CSB Bank Ltd,India,India,Financials,Financials
COLA.BO,Colab Cloud Platforms Ltd,India,India,Financials,Financials
HOME.NS,Home First Finance Company India Ltd,India,India,Financials,Financials
EASN.BO,Easun Capital Markets Ltd,India,India,Financials,Financials
ASSM.BO,Assam Entrade Ltd,India,India,Financials,Financials
UTKR.NS,Utkarsh Small Finance Bank Ltd,India,India,Financials,Financials
VARF.BO,Vardhan Capital and Finance Ltd,India,India,Financials,Financials
LIFI.NS,Life Insurance Corporation Of India,India,India,Financials,Financials
EQUI.NS,Equitas Small Finance Bank Ltd,India,India,Financials,Financials
SURO.NS,Suryoday Small Finance Bank Ltd,India,India,Financials,Financials
FINY.NS,Fino Payments Bank Ltd,India,India,Financials,Financials
STAU.NS,Star Health and Allied Insurance Company Ltd,India,India,Financials,Financials
AADA.NS,Aadhar Housing Finance Ltd,India,India,Financials,Financials
NETO.NS,Network People Services Technologies Ltd,India,India,Financials,Financials
ADIE.NS,Aditya Birla Sun Life AMC Ltd,India,India,Financials,Financials
SUVD.NS,Suvidhaa Infoserve Ltd,India,India,Financials,Financials
APTS.NS,Aptus Value Housing Finance India Ltd,India,India,Financials,Financials
NORR.NS,Northern ARC Capital Ltd,India,India,Financials,Financials
GREO.BO,Gretex Corporate Services Ltd,India,India,Financials,Financials
ANAA.NS,Anand Rathi Wealth Ltd,India,India,Financials,Financials
PBFI.NS,PB Fintech Ltd,India,India,Financials,Financials
PRUE.NS,Prudent Corporate Advisory Services Ltd,India,India,Financials,Financials
TRAC.NS,Tracxn Technologies Ltd,India,India,Financials,Financials
FUSN.NS,Fusion Finance Ltd,India,India,Financials,Financials
ABAH.NS,Abans Holdings Ltd,India,India,Financials,Financials
JANA.NS,Jana Small Finance Bank Ltd,India,India,Financials,Financials
FEDB.NS,Fedbank Financial Services Ltd,India,India,Financials,Financials
CPIA.NS,Capital Small Finance Bank Ltd,India,India,Financials,Financials
FIVS.NS,Five-Star Business Finance Ltd,India,India,Financials,Financials
KFIN.NS,Kfin Technologies Ltd,India,India,Financials,Financials
GODG.NS,Go Digit General Insurance Ltd,India,India,Financials,Financials
VEDT.BO,Vedant Asset Ltd,India,India,Financials,Financials
DHAC.BO,Dharni Capital Services Ltd,India,India,Financials,Financials
SBFC.NS,SBFC Finance Ltd,India,India,Financials,Financials
MOSU.NS,MOS Utility Ltd,India,India,Financials,Financials
AHIK.BO,Ashika Credit Capital Ltd,India,India,Financials,Financials
AKMF.NS,Akme Fintrade India Ltd,India,India,Financials,Financials
JIOF.NS,Jio Financial Services Ltd,India,India,Financials,Financials
IDNI.NS,India Shelter Finance Corporation Ltd,India,India,Financials,Financials
IBLF.NS,IBL Finance Ltd,India,India,Financials,Financials
NUVA.NS,Nuvama Wealth Management Ltd,India,India,Financials,Financials
AKIK.NS,Akiko Global Services Ltd,India,India,Financials,Financials
PUNE.BO,Pune E - Stock Broking Ltd,India,India,Financials,Financials
RNFI.NS,RNFI Services Ltd,India,India,Financials,Financials
BAJO.NS,Bajaj Housing Finance Ltd,India,India,Financials,Financials
BEAC.NS,Beacon Trusteeship Ltd,India,India,Financials,Financials
SHSD.BO,Share Samadhan Ltd,India,India,Financials,Financials
PURL.BO,Purple Finance Ltd,India,India,Financials,Financials
NIVA.NS,Niva Bupa Health Insurance Company Ltd,India,India,Financials,Financials
MYMU.NS,My Mudra Fincorp Ltd,India,India,Financials,Financials
USHF.NS,Usha Financial Services Ltd,India,India,Financials,Financials
8554.FU,Minami-Nippon Bank Ltd,Japan,Japan,Financials,Financials
7337.T,Hirogin Holdings Inc,Japan,Japan,Financials,Financials
5844.T,Kyoto Financial Group Inc,Japan,Japan,Financials,Financials
7350.T,Okinawa Financial Group Inc,Japan,Japan,Financials,Financials
8331.T,Chiba Bank Ltd,Japan,Japan,Financials,Financials
8337.T,Chiba Kogyo Bank Ltd,Japan,Japan,Financials,Financials
8544.T,Keiyo Bank Ltd,Japan,Japan,Financials,Financials
8398.FU,Chikuho Bank Ltd,Japan,Japan,Financials,Financials
5832.T,Chugin Financial Group Inc,Japan,Japan,Financials,Financials
7327.T,Daishi Hokuetsu Financial Group Inc,Japan,Japan,Financials,Financials
8601.T,Daiwa Securities Group Inc,Japan,Japan,Financials,Financials
8593.T,Mitsubishi HC Capital Inc,Japan,Japan,Financials,Financials
8541.T,Ehime Bank Ltd,Japan,Japan,Financials,Financials
8362.T,Fukui Bank Ltd,Japan,Japan,Financials,Financials
8334.T,Gunma Bank Ltd,Japan,Japan,Financials,Financials
8359.T,Hachijuni Bank Ltd,Japan,Japan,Financials,Financials
3113.T,UNIVA Oak Holdings Ltd,Japan,Japan,Financials,Financials
7381.T,Hokkoku Financial Holdings Inc,Japan,Japan,Financials,Financials
8386.T,Hyakujushi Bank Ltd,Japan,Japan,Financials,Financials
8624.T,Ichiyoshi Securities Co Ltd,Japan,Japan,Financials,Financials
8345.T,Bank of Iwate Ltd,Japan,Japan,Financials,Financials
5830.T,Iyogin Holdings Inc,Japan,Japan,Financials,Financials
8584.T,JACCS Co Ltd,Japan,Japan,Financials,Financials
8511.T,Japan Securities Finance Co Ltd,Japan,Japan,Financials,Financials
7380.T,Juroku Financial Group Inc,Japan,Japan,Financials,Financials
8338.T,Tsukuba Bank Ltd,Japan,Japan,Financials,Financials
8551.T,Kita-Nippon Bank Ltd,Japan,Japan,Financials,Financials
8370.T,Kiyo Bank Ltd,Japan,Japan,Financials,Financials
8617.T,Kosei Securities Co Ltd,Japan,Japan,Financials,Financials
8252.T,Marui Group Co Ltd,Japan,Japan,Financials,Financials
8613.T,Marusan Securities Co Ltd,Japan,Japan,Financials,Financials
8393.T,Miyazaki Bank Ltd,Japan,Japan,Financials,Financials
6993.T,Daikokuya Holdings Co Ltd,Japan,Japan,Financials,Financials
8336.T,Musashino Bank Ltd,Japan,Japan,Financials,Financials
8522.T,Bank of Nagoya Ltd,Japan,Japan,Financials,Financials
8367.T,Nanto Bank Ltd,Japan,Japan,Financials,Financials
8604.T,Nomura Holdings Inc,Japan,Japan,Financials,Financials
8361.T,Ogaki Kyoritsu Bank Ltd,Japan,Japan,Financials,Financials
8392.T,Oita Bank Ltd,Japan,Japan,Financials,Financials
8609.T,Okasan Securities Group Inc,Japan,Japan,Financials,Financials
8368.T,Hyakugo Bank Ltd,Japan,Japan,Financials,Financials
8596.T,Kyushu Leasing Service Co Ltd,Japan,Japan,Financials,Financials
8542.T,Tomato Bank Ltd,Japan,Japan,Financials,Financials
9812.T,T.O. Holdings Co Ltd,Japan,Japan,Financials,Financials
8559.FU,Howa Bank Ltd,Japan,Japan,Financials,Financials
8622.T,Mito Securities Co Ltd,Japan,Japan,Financials,Financials
8560.FU,Miyazaki Taiyo Bank Ltd,Japan,Japan,Financials,Financials
8595.T,JAFCO Group Co Ltd,Japan,Japan,Financials,Financials
8558.T,Towa Bank Ltd,Japan,Japan,Financials,Financials
8508.T,J Trust Co Ltd,Japan,Japan,Financials,Financials
8381.T,San-in Godo Bank Ltd,Japan,Japan,Financials,Financials
8366.T,Shiga Bank Ltd,Japan,Japan,Financials,Financials
8614.T,Toyo Securities Co Ltd,Japan,Japan,Financials,Financials
8387.T,Shikoku Bank Ltd,Japan,Japan,Financials,Financials
8616.T,Tokai Tokyo Financial Holdings Inc,Japan,Japan,Financials,Financials
5103.T,Showa Holdings Co Ltd,Japan,Japan,Financials,Financials
8550.T,Tochigi Bank Ltd,Japan,Japan,Financials,Financials
5831.T,Shizuoka Financial Group Inc,Japan,Japan,Financials,Financials
8253.T,Credit Saison Co Ltd,Japan,Japan,Financials,Financials
8346.T,Toho Bank Ltd,Japan,Japan,Financials,Financials
8344.T,Yamagata Bank Ltd,Japan,Japan,Financials,Financials
8358.T,Suruga Bank Ltd,Japan,Japan,Financials,Financials
8360.T,Yamanashi Chuo Bank Ltd,Japan,Japan,Financials,Financials
8364.T,Shimizu Bank Ltd,Japan,Japan,Financials,Financials
8563.T,Daito Bank Ltd,Japan,Japan,Financials,Financials
9679.T,Horai Co Ltd,Japan,Japan,Financials,Financials
8562.T,Fukushima Bank Ltd,Japan,Japan,Financials,Financials
8585.T,Orient Corp,Japan,Japan,Financials,Financials
8591.T,ORIX Corp,Japan,Japan,Financials,Financials
8388.T,Awa Bank Ltd,Japan,Japan,Financials,Financials
8341.T,77 Bank Ltd,Japan,Japan,Financials,Financials
8343.T,Akita Bank Ltd,Japan,Japan,Financials,Financials
8399.T,Bank of The Ryukyus Ltd,Japan,Japan,Financials,Financials
8746.T,UNBANKED Inc,Japan,Japan,Financials,Financials
8747.T,Yutaka Trusty Securities Co Ltd,Japan,Japan,Financials,Financials
8383.T,Tottori Bank Ltd,Japan,Japan,Financials,Financials
8572.T,Acom Co Ltd,Japan,Japan,Financials,Financials
8566.T,Ricoh Leasing Co Ltd,Japan,Japan,Financials,Financials
8365.T,Bank of Toyama Ltd,Japan,Japan,Financials,Financials
8395.T,Bank of Saga Ltd,Japan,Japan,Financials,Financials
8349.T,Tohoku Bank Ltd,Japan,Japan,Financials,Financials
8301.T,Bank of Japan,Japan,Japan,Financials,Financials
8537.T,Taiko Bank Ltd,Japan,Japan,Financials,Financials
8570.T,Aeon Financial Service Co Ltd,Japan,Japan,Financials,Financials
8518.T,Japan Asia Investment Co Ltd,Japan,Japan,Financials,Financials
8515.T,Aiful Corp,Japan,Japan,Financials,Financials
8742.T,Kobayashi Yoko Co Ltd,Japan,Japan,Financials,Financials
8421.T,Shinkin Central Bank,Japan,Japan,Financials,Financials
4765.T,SBI Global Asset Management Co Ltd,Japan,Japan,Financials,Financials
8473.T,SBI Holdings Inc,Japan,Japan,Financials,Financials
8306.T,Mitsubishi UFJ Financial Group Inc,Japan,Japan,Financials,Financials
8628.T,Matsui Securities Co Ltd,Japan,Japan,Financials,Financials
8524.T,North Pacific Bank Ltd,Japan,Japan,Financials,Financials
8304.T,Aozora Bank Ltd,Japan,Japan,Financials,Financials
8739.T,Sparx Group Co Ltd,Japan,Japan,Financials,Financials
254A.T,AI Fusion Capital Group Corp,Japan,Japan,Financials,Financials
8308.T,Resona Holdings Inc,Japan,Japan,Financials,Financials
8309.T,Sumitomo Mitsui Trust Group Inc,Japan,Japan,Financials,Financials
8766.T,Tokio Marine Holdings Inc,Japan,Japan,Financials,Financials
8798.T,Advance Create Co Ltd,Japan,Japan,Financials,Financials
4310.T,Dream Incubator Inc,Japan,Japan,Financials,Financials
8316.T,Sumitomo Mitsui Financial Group Inc,Japan,Japan,Financials,Financials
8737.T,Akatsuki Corp,Japan,Japan,Financials,Financials
8411.T,Mizuho Financial Group Inc,Japan,Japan,Financials,Financials
8439.T,Tokyo Century Corp,Japan,Japan,Financials,Financials
8377.T,Hokuhoku Financial Group Inc,Japan,Japan,Financials,Financials
2388.T,Wedge Holdings Co Ltd,Japan,Japan,Financials,Financials
8697.T,Japan Exchange Group Inc,Japan,Japan,Financials,Financials
8795.T,T&D Holdings Inc,Japan,Japan,Financials,Financials
8698.T,Monex Group Inc,Japan,Japan,Financials,Financials
8425.T,Mizuho Leasing Co Ltd,Japan,Japan,Financials,Financials
8699.T,HS Holdings Co Ltd,Japan,Japan,Financials,Financials
8700.T,Maruhachi Securities Co Ltd,Japan,Japan,Financials,Financials
8424.T,Fuyo General Lease Co Ltd,Japan,Japan,Financials,Financials
2428.T,Wellnet Corp,Japan,Japan,Financials,Financials
8793.T,NEC Capital Solutions Ltd,Japan,Japan,Financials,Financials
3769.T,GMO Payment Gateway Inc,Japan,Japan,Financials,Financials
8704.T,Traders Holdings Co Ltd,Japan,Japan,Financials,Financials
8705.T,Nissan Securities Group Co Ltd,Japan,Japan,Financials,Financials
8706.T,Kyokuto Securities Co Ltd,Japan,Japan,Financials,Financials
8789.T,FinTech Global Inc,Japan,Japan,Financials,Financials
8707.T,IwaiCosmo Holdings Inc,Japan,Japan,Financials,Financials
8708.T,Aizawa Securities Group Co Ltd,Japan,Japan,Financials,Financials
8416.T,Bank of Kochi Ltd,Japan,Japan,Financials,Financials
3807.T,Fisco Ltd,Japan,Japan,Financials,Financials
8418.T,Yamaguchi Financial Group Inc,Japan,Japan,Financials,Financials
2127.T,Nihon M&A Center Holdings Inc,Japan,Japan,Financials,Financials
2134.T,Kitahama Capital Partners Co Ltd,Japan,Japan,Financials,Financials
8772.T,Asax Co Ltd,Japan,Japan,Financials,Financials
8771.T,eGuarantee Inc,Japan,Japan,Financials,Financials
8354.T,Fukuoka Financial Group Inc,Japan,Japan,Financials,Financials
8732.T,Money Partners Group Co Ltd,Japan,Japan,Financials,Financials
8410.T,Seven Bank Ltd,Japan,Japan,Financials,Financials
3623.T,Billing System Corp,Japan,Japan,Financials,Financials
8725.T,MS&AD Insurance Group Holdings Inc,Japan,Japan,Financials,Financials
3266.T,Fund Creation Group Co Ltd,Japan,Japan,Financials,Financials
8713.T,Fidea Holdings Co Ltd,Japan,Japan,Financials,Financials
8714.T,Senshu Ikeda Holdings Inc,Japan,Japan,Financials,Financials
8715.T,Anicom Holdings Inc,Japan,Japan,Financials,Financials
8750.T,Dai-ichi Life Holdings Inc,Japan,Japan,Financials,Financials
8600.T,Tomony Holdings Inc,Japan,Japan,Financials,Financials
8630.T,Sompo Holdings Inc,Japan,Japan,Financials,Financials
7148.T,Financial Partners Group Co Ltd,Japan,Japan,Financials,Financials
7150.T,Shimane Bank Ltd,Japan,Japan,Financials,Financials
7157.T,Lifenet Insurance Co,Japan,Japan,Financials,Financials
7161.T,Jimoto Holdings Inc,Japan,Japan,Financials,Financials
7162.T,Astmax Co Ltd,Japan,Japan,Financials,Financials
6178.T,Japan Post Holdings Co Ltd,Japan,Japan,Financials,Financials
7164.T,Zenkoku Hosho Co Ltd,Japan,Japan,Financials,Financials
950110.KQ,SBI FinTech Solutions Co Ltd,Japan,Japan,Financials,Financials
6080.T,M&A Capital Partners Co Ltd,Japan,Japan,Financials,Financials
7167.T,Mebuki Financial Group Inc,Japan,Japan,Financials,Financials
7172.T,Japan Investment Adviser Co Ltd,Japan,Japan,Financials,Financials
7170.T,Chuou International Group Co Ltd,Japan,Japan,Financials,Financials
7173.T,Tokyo Kiraboshi Financial Group Inc,Japan,Japan,Financials,Financials
7175.T,Imamura Securities Co Ltd,Japan,Japan,Financials,Financials
7176.T,Simplex Financial Holdings Co Ltd,Japan,Japan,Financials,Financials
3454.T,First Brothers Co Ltd,Japan,Japan,Financials,Financials
7177.T,GMO Financial Holdings Inc,Japan,Japan,Financials,Financials
7180.T,Kyushu Financial Group Inc,Japan,Japan,Financials,Financials
7181.T,Japan Post Insurance Co Ltd,Japan,Japan,Financials,Financials
7182.T,Japan Post Bank Co Ltd,Japan,Japan,Financials,Financials
7183.T,Anshin Guarantor Service Co Ltd,Japan,Japan,Financials,Financials
