ID,Name,Country of Incorporation,Country of Incorporation,GICS Sector Name,GICS Sector Name
036800.KQ,Nice Information & Telecommunication Inc,South Korea,South Korea,Financials,Financials
025770.KQ,Korea Information & Communications Co Ltd,South Korea,South Korea,Financials,Financials
030610.KS,Kyobo Securities Co Ltd,South Korea,South Korea,Financials,Financials
038540.KQ,Sangsangin Co Ltd,South Korea,South Korea,Financials,Financials
055550.KS,Shinhan Financial Group Co Ltd,South Korea,South Korea,Financials,Financials
060250.KQ,NHN KCP Corp,South Korea,South Korea,Financials,Financials
034950.KQ,Korea Ratings Corp,South Korea,South Korea,Financials,Financials
035600.KQ,KGInicis Co Ltd,South Korea,South Korea,Financials,Financials
071050.KS,Korea Investment Holdings Co Ltd,South Korea,South Korea,Financials,Financials
034310.KS,NICE Holdings Co Ltd,South Korea,South Korea,Financials,Financials
039490.KS,Kiwoom Securities Co Ltd,South Korea,South Korea,Financials,Financials
064260.KQ,Danal Co Ltd,South Korea,South Korea,Financials,Financials
046440.KQ,KG Mobilians Co Ltd,South Korea,South Korea,Financials,Financials
086790.KS,Hana Financial Group Inc,South Korea,South Korea,Financials,Financials
088980.KS,Macquarie Korea Infrastructure Fund,South Korea,South Korea,Financials,Financials
078020.KQ,LS Securities Co Ltd,South Korea,South Korea,Financials,Financials
029780.KS,Samsung Card Co Ltd,South Korea,South Korea,Financials,Financials
094480.KQ,GalaxiaMoneyTree Co Ltd,South Korea,South Korea,Financials,Financials
082640.KS,Tongyang Life Insurance Co Ltd,South Korea,South Korea,Financials,Financials
105560.KS,KB Financial Group Inc,South Korea,South Korea,Financials,Financials
088350.KS,Hanwha Life Insurance Co Ltd,South Korea,South Korea,Financials,Financials
032830.KS,Samsung Life Insurance Co Ltd,South Korea,South Korea,Financials,Financials
085620.KS,Mirae Asset Life Insurance Co Ltd,South Korea,South Korea,Financials,Financials
138930.KS,BNK Financial Group Inc,South Korea,South Korea,Financials,Financials
138040.KS,Meritz Financial Group Inc,South Korea,South Korea,Financials,Financials
139130.KS,DGB Financial Group,South Korea,South Korea,Financials,Financials
064850.KQ,FnGuide Inc,South Korea,South Korea,Financials,Financials
175330.KS,JB Financial Group Co Ltd,South Korea,South Korea,Financials,Financials
211050.KQ,Incar Finance Service Co Ltd,South Korea,South Korea,Financials,Financials
246690.KQ,TS Investment Corp,South Korea,South Korea,Financials,Financials
241520.KQ,DSC Investment Inc,South Korea,South Korea,Financials,Financials
277070.KQ,Lindeman Asia Investment Corp,South Korea,South Korea,Financials,Financials
289080.KQ,SV Investment Corp,South Korea,South Korea,Financials,Financials
293580.KQ,Nau IB Capital,South Korea,South Korea,Financials,Financials
027360.KQ,Aju IB Investment Co Ltd,South Korea,South Korea,Financials,Financials
316140.KS,Woori Financial Group Inc,South Korea,South Korea,Financials,Financials
100790.KQ,Mirae Asset Venture Investment Co Ltd,South Korea,South Korea,Financials,Financials
307930.KQ,Company K Partners Ltd,South Korea,South Korea,Financials,Financials
234340.KQ,Hecto Financial Co Ltd,South Korea,South Korea,Financials,Financials
190650.KQ,Korea Asset Investment Securities Co Ltd,South Korea,South Korea,Financials,Financials
244920.KS,A Plus Asset Advisor Co Ltd,South Korea,South Korea,Financials,Financials
294570.KQ,Coocon Corp,South Korea,South Korea,Financials,Financials
323410.KS,KakaoBank Corp,South Korea,South Korea,Financials,Financials
377300.KS,KakaoPay Corp,South Korea,South Korea,Financials,Financials
330730.KQ,StoneBridge Ventures Inc,South Korea,South Korea,Financials,Financials
309960.KQ,LB Investment Inc,South Korea,South Korea,Financials,Financials
452300.KQ,Capstone Partners Co Ltd,South Korea,South Korea,Financials,Financials
440290.KQ,HB Investment Inc,South Korea,South Korea,Financials,Financials
CSF.CM,Nation Lanka Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
NDB.CM,National Development Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
LVEN.CM,Lanka Ventures PLC,Sri Lanka,Sri Lanka,Financials,Financials
ALLI.CM,Alliance Finance Company PLC,Sri Lanka,Sri Lanka,Financials,Financials
ASPH.CM,Industrial Asphalts (Ceylon) PLC,Sri Lanka,Sri Lanka,Financials,Financials
CFIN.CM,Central Finance Company PLC,Sri Lanka,Sri Lanka,Financials,Financials
CFI.CM,Colombo Fort Investments PLC,Sri Lanka,Sri Lanka,Financials,Financials
CINV.CM,Ceylon Investment PLC,Sri Lanka,Sri Lanka,Financials,Financials
CINS.CM,Ceylinco Holdings PLC,Sri Lanka,Sri Lanka,Financials,Financials
CIT.CM,Colombo Investment Trust PLC,Sri Lanka,Sri Lanka,Financials,Financials
COMB.CM,Commercial Bank of Ceylon PLC,Sri Lanka,Sri Lanka,Financials,Financials
DFCC.CM,DFCC Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
GUAR.CM,Ceylon Guardian Investment Trust PLC,Sri Lanka,Sri Lanka,Financials,Financials
HNB.CM,Hatton National Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
CEYO.CM,Ceylon Land & Equity PLC,Sri Lanka,Sri Lanka,Financials,Financials
LOLC.CM,LOLC Holdings PLC,Sri Lanka,Sri Lanka,Financials,Financials
MBSL.CM,Merchant Bank of Sri Lanka & Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
SAMP.CM,Sampath Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
SEYB.CM,Seylan Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
UAL.CM,Union Assurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
SEMB.CM,SMB Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
PMB.CM,PMF Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
LFIN.CM,LB Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
CFVF.CM,First Capital Holdings PLC,Sri Lanka,Sri Lanka,Financials,Financials
NTB.CM,Nations Trust Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
SFTL.CM,Softlogic Life Insurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
WAPO.CM,Galle Face Capital Partners PLC,Sri Lanka,Sri Lanka,Financials,Financials
HDFC.CM,HDFC Bank of Sri Lanka,Sri Lanka,Sri Lanka,Financials,Financials
HASU.CM,HNB Assurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
PABC.CM,Pan Asia Banking Corporation PLC,Sri Lanka,Sri Lanka,Financials,Financials
ATL.CM,Amana Takaful PLC,Sri Lanka,Sri Lanka,Financials,Financials
JINS.CM,Janashakthi Insurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
CAPR.CM,Softlogic Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
VALL.CM,Vallibel Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
CDBF.CM,Citizens Development Business Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
SIFI.CM,Singer Finance (Lanka) PLC,Sri Lanka,Sri Lanka,Financials,Financials
UNIO.CM,Union Bank of Colombo PLC,Sri Lanka,Sri Lanka,Financials,Financials
SFCL.CM,Senkadagala Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
MERC.CM,Mercantile Investments and Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
COMN.CM,Commercial Credit and Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
AMCL.CM,AMW Capital Leasing and Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
BIMP.CM,Bimputh Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
ASSO.CM,Associated Motor Finance Company PLC,Sri Lanka,Sri Lanka,Financials,Financials
AFSL.CM,Abans Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
LOLF.CM,Lolc Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
SOCL.CM,Softlogic Capital PLC,Sri Lanka,Sri Lanka,Financials,Financials
DIAO.CM,Dialog Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
PEOP.CM,People's Leasing & Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
ASAS.CM,Asia Asset Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
SANA.CM,Sanasa Development Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
ASIA.CM,Asia Siyaka Commodities PLC,Sri Lanka,Sri Lanka,Financials,Financials
ABLT.CM,Amana Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
ARIC.CM,Arpico Insurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
PEIN.CM,People's Insurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
ORIT.CM,Orient Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
ANTK.CM,Amana Takaful Life PLC,Sri Lanka,Sri Lanka,Financials,Financials
HNBF.CM,HNB Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
CAPI.CM,Capital Alliance PLC,Sri Lanka,Sri Lanka,Financials,Financials
SARV.CM,Sarvodaya Development Finance PLC,Sri Lanka,Sri Lanka,Financials,Financials
FIRS.CM,First Capital Treasuries PLC,Sri Lanka,Sri Lanka,Financials,Financials
LOLG.CM,LOLC General Insurance PLC,Sri Lanka,Sri Lanka,Financials,Financials
COOP.CM,Co-Operative Insurance Company PLC,Sri Lanka,Sri Lanka,Financials,Financials
UBF.CM,UB Finance Company Ltd,Sri Lanka,Sri Lanka,Financials,Financials
CBNK.CM,Cargills Bank PLC,Sri Lanka,Sri Lanka,Financials,Financials
HSBK.KZ,Halyk Bank AO,Kazakhstan,Kazakhstan,Financials,Financials
CCBN.KZ,Bank TsentrKredit AO,Kazakhstan,Kazakhstan,Financials,Financials
NRBN.KZ,Nurbank AO,Kazakhstan,Kazakhstan,Financials,Financials
ASBN.KZ,ForteBank AO,Kazakhstan,Kazakhstan,Financials,Financials
KZIK.KZ,Kazakhstanskaya Zhilishchnaya Kompaniya AO,Kazakhstan,Kazakhstan,Financials,Financials
KASE.KZ,Kazakhstanskaya Fondovaya Birzha AO,Kazakhstan,Kazakhstan,Financials,Financials
CSECgm.KZ,Sentras-Global'nye Rynki IPIF,Kazakhstan,Kazakhstan,Financials,Financials
FFIN.KZ,Freedom Finans AO,Kazakhstan,Kazakhstan,Financials,Financials
KSPI.KZ,Kaspi.kz AO,Kazakhstan,Kazakhstan,Financials,Financials
ASLF.KZ,KSZh Freedom Finance Life AO,Kazakhstan,Kazakhstan,Financials,Financials
FHRP.KZ,FH Respublika AO,Kazakhstan,Kazakhstan,Financials,Financials
QINS.QA,Qatar Insurance Company QSPC,Qatar,Qatar,Financials,Financials
QNBK.QA,Qatar National Bank QPSC,Qatar,Qatar,Financials,Financials
QGIR.QA,Qatar General Insurance & Reinsurance Company QPSC,Qatar,Qatar,Financials,Financials
QIIB.QA,Qatar International Islamic Bank QPSC,Qatar,Qatar,Financials,Financials
QISB.QA,Qatar Islamic Bank QPSC,Qatar,Qatar,Financials,Financials
AABQ.QA,Ahli Bank QPSC,Qatar,Qatar,Financials,Financials
KINS.QA,Al Khaleej Takaful Insurance Company QPSC,Qatar,Qatar,Financials,Financials
DOBK.QA,Doha Bank QPSC,Qatar,Qatar,Financials,Financials
COMB.QA,Commercial Bank PSQC,Qatar,Qatar,Financials,Financials
SALM.QA,Salam International Investment QPSC,Qatar,Qatar,Financials,Financials
QIIC.QA,Qatar Islamic Insurance Company QPSC,Qatar,Qatar,Financials,Financials
DICO.QA,Doha Insurance Group QPSC,Qatar,Qatar,Financials,Financials
DBIS.QA,Dlala Brokerage and Investment Holding Co QPSC,Qatar,Qatar,Financials,Financials
MARK.QA,Masraf Al Rayan QPSC,Qatar,Qatar,Financials,Financials
QOIS.QA,Qatar Oman Investment Company QPSC,Qatar,Qatar,Financials,Financials
IHGS.QA,Inma Holding Co,Qatar,Qatar,Financials,Financials
QFBQ.QA,Lesha Bank Public LLC,Qatar,Qatar,Financials,Financials
DUBK.QA,Dukhan Bank QPSC,Qatar,Qatar,Financials,Financials
BEMA.QA,Damaan Islamic Insurance Co Beema,Qatar,Qatar,Financials,Financials
QLMI.QA,QLM Life & Medical Insurance Company QPSC,Qatar,Qatar,Financials,Financials
MASB.DU,Mashreqbank PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
DISB.DU,Dubai Islamic Bank Public JSC,United Arab Emirates,United Arab Emirates,Financials,Financials
DNIN.DU,Dubai National Insurance & Reinsurance Co PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
SHUA.DU,Shuaa Capital (PSC),United Arab Emirates,United Arab Emirates,Financials,Financials
QIC.AD,Umm Al Qaiwain General Investment Co PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
DINC.DU,Dubai Insurance Co PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ADIB.AD,Abu Dhabi Islamic Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
AWNIC.AD,Al Wathba National Insurance Company PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
FAB.AD,First Abu Dhabi Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
DHAFRA.AD,Al Dhafra Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
AKIC.AD,Al Khazna Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
WAHA.AD,Al Waha Capital PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ADCB.AD,Abu Dhabi Commercial Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
EIC.AD,Emirates Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ALAIN.AD,Al Ain Ahlia Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
CBI.AD,Commercial Bank International PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
NGIN.DU,National General Insurance Co PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
CBD.DU,Commercial Bank of Dubai psc,United Arab Emirates,United Arab Emirates,Financials,Financials
FIDELITYUNITED.AD,United Fidelity Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ADNIC.AD,Abu Dhabi National Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
AMLK.DU,Amlak Finance PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
BOS.AD,Bank of Sharjah PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
UNION.AD,Union Insurance Co PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
AMAN.DU,Dubai Islamic Insurance & Reinsurance Company Aman PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
SUKOON.DU,Sukoon Insurance PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
SIB.AD,Sharjah Islamic Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ABNIC.AD,Al Buhaira National Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
UAB.AD,United Arab Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
INVESTB.AD,Invest Bank PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
EIBAN.DU,Emirates Investment Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
TKFL.AD,Abu Dhabi National Takaful Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
EIB.DU,Emirates Islamic Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
NBQ.AD,National Bank of Umm Al-Qaiwain PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
FH.AD,Finance House PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
RAKNIC.AD,Ras Al Khaimah National Insurance Company PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ALL.DU,Alliance Insurance PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
SUKOONT.DU,Sukoon Takaful PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
RAKBANK.AD,National Bank of Ras Al Khaimah PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
SALAMA.DU,Islamic Arab Insurance Co PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
SICO.AD,Sharjah Insurance Co PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
NBF.AD,National Bank of Fujairah PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ASNC.DU,Al Sagr National Insurance Co PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ORIENT.DU,Orient Insurance PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
DFM.DU,Dubai Financial Market PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ALRAMZ.DU,Al Ramz Corporation Investment and Development PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
AFNIC.AD,Al Fujairah National Insurance Company PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ENBD.DU,Emirates NBD Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
AJBNK.DU,Ajman Bank PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
METHAQ.AD,Methaq Takaful Insurance PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
WATANIA.DU,Watania International Holding PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
TKFE.DU,Takaful Emarat Insurance PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
HAYAH.AD,HAYAH Insurance Company PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
IH.AD,Insurance House P S C,United Arab Emirates,United Arab Emirates,Financials,Financials
AMANT.DU,Amanat Holdings PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
BHMCAPITAL.DU,BHM Capital Financial Services PSC,United Arab Emirates,United Arab Emirates,Financials,Financials
OUTFL.DU,Orient Takaful PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ALANSARI.DU,Al Ansari Financial Services PJSC,United Arab Emirates,United Arab Emirates,Financials,Financials
ICAP.AD,Investcorp Capital Plc,United Arab Emirates,United Arab Emirates,Financials,Financials
ICBI.DH,ICB Islamic Bank Ltd,Bangladesh,Bangladesh,Financials,Financials
IFIC.DH,IFIC Bank Plc,Bangladesh,Bangladesh,Financials,Financials
ISLB.DH,Islami Bank Bangladesh PLC,Bangladesh,Bangladesh,Financials,Financials
MTBL.DH,Mutual Trust Bank PLC,Bangladesh,Bangladesh,Financials,Financials
CETI.DH,Central Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
1LSIT.DH,First Finance Ltd,Bangladesh,Bangladesh,Financials,Financials
APGI.DH,Asia Pacific General Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
BDFN.DH,Bangladesh Finance Ltd,Bangladesh,Bangladesh,Financials,Financials
BGIC.DH,Bangladesh General Insurance Company Plc,Bangladesh,Bangladesh,Financials,Financials
BIFC.DH,Bangladesh Industrial Finance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
CITY.DH,City Insurance PLC,Bangladesh,Bangladesh,Financials,Financials
DBBK.DH,Dutch-Bangla Bank PLC,Bangladesh,Bangladesh,Financials,Financials
EXPT.DH,Export Import Bank of Bangladesh PLC,Bangladesh,Bangladesh,Financials,Financials
FILI.DH,Fareast Islami Life Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
IDLC.DH,IDLC Finance PLC,Bangladesh,Bangladesh,Financials,Financials
IFIL.DH,Islamic Finance and Investment PLC,Bangladesh,Bangladesh,Financials,Financials
ILFS.DH,International Leasing and Financial Services Ltd,Bangladesh,Bangladesh,Financials,Financials
IPDC.DH,IPDC Finance Ltd,Bangladesh,Bangladesh,Financials,Financials
LBFL.DH,Lankabangla Finance Plc,Bangladesh,Bangladesh,Financials,Financials
NBLL.DH,National Bank Ltd,Bangladesh,Bangladesh,Financials,Financials
NCCB.DH,National Credit and Commerce Bank PLC,Bangladesh,Bangladesh,Financials,Financials
ONEB.DH,ONE Bank PLC,Bangladesh,Bangladesh,Financials,Financials
PHXF.DH,Phoenix Finance and Investments Ltd,Bangladesh,Bangladesh,Financials,Financials
PLFS.DH,People's Leasing and Financial Services Ltd,Bangladesh,Bangladesh,Financials,Financials
PLSI.DH,Premier Leasing & Finance Ltd,Bangladesh,Bangladesh,Financials,Financials
PRBN.DH,Premier Bank PLC,Bangladesh,Bangladesh,Financials,Financials
PRMT.DH,Paramount Insurance PLC,Bangladesh,Bangladesh,Financials,Financials
TRBK.DH,Trust Bank PLC,Bangladesh,Bangladesh,Financials,Financials
UCBL.DH,United Commercial Bank PLC,Bangladesh,Bangladesh,Financials,Financials
UNCP.DH,Union Capital Ltd,Bangladesh,Bangladesh,Financials,Financials
ABBK.DH,AB Bank Plc,Bangladesh,Bangladesh,Financials,Financials
CTBK.DH,City Bank PLC,Bangladesh,Bangladesh,Financials,Financials
PBBK.DH,Pubali Bank Ltd,Bangladesh,Bangladesh,Financials,Financials
RPBK.DH,Rupali Bank Ltd,Bangladesh,Bangladesh,Financials,Financials
UTBK.DH,Uttara Bank Plc,Bangladesh,Bangladesh,Financials,Financials
ENBK.DH,Eastern Bank Plc,Bangladesh,Bangladesh,Financials,Financials
UNIE.DH,United Finance Ltd,Bangladesh,Bangladesh,Financials,Financials
UTFN.DH,Uttara Finance and Investments Ltd,Bangladesh,Bangladesh,Financials,Financials
AIBK.DH,Al-Arafah Islami Bank PLC,Bangladesh,Bangladesh,Financials,Financials
PRBK.DH,Prime Bank PLC,Bangladesh,Bangladesh,Financials,Financials
SEBK.DH,Southeast Bank PLC,Bangladesh,Bangladesh,Financials,Financials
DHBK.DH,Dhaka Bank PLC,Bangladesh,Bangladesh,Financials,Financials
SOCI.DH,Social Islami Bank Plc,Bangladesh,Bangladesh,Financials,Financials
MDFL.DH,Midas Financing PLC,Bangladesh,Bangladesh,Financials,Financials
STBL.DH,Standard Bank PLC,Bangladesh,Bangladesh,Financials,Financials
BKAL.DH,Bank Asia Ltd,Bangladesh,Bangladesh,Financials,Financials
MCBL.DH,Mercantile Bank Ltd,Bangladesh,Bangladesh,Financials,Financials
PFIL.DH,Prime Finance and Investment Ltd,Bangladesh,Bangladesh,Financials,Financials
JMNB.DH,Jamuna Bank PLC,Bangladesh,Bangladesh,Financials,Financials
BRAC.DH,BRAC Bank PLC,Bangladesh,Bangladesh,Financials,Financials
SIBL.DH,Shahjalal Islami Bank PLC,Bangladesh,Bangladesh,Financials,Financials
GDIE.DH,Green Delta Insurance Plc,Bangladesh,Bangladesh,Financials,Financials
UNIS.DH,United Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
PEIN.DH,Peoples Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
ENIE.DH,Eastern Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
JNIN.DH,Janata Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
PHIS.DH,Phoenix Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
EDIE.DH,Eastland Insurance PLC,Bangladesh,Bangladesh,Financials,Financials
KRNI.DH,Karnaphuli Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
RPIN.DH,Rupali Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
NLIS.DH,National Life Insurance Plc,Bangladesh,Bangladesh,Financials,Financials
FDLI.DH,Federal Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
RELI.DH,Reliance Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
PFIN.DH,Purabi General Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
DLIN.DH,Delta Life Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
PRIL.DH,Pragati Life Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
SLIN.DH,Sandhani Life Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
PRIN.DH,Prime Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
PIIN.DH,Pioneer Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
AICL.DH,Agrani Insuarnce Co Ltd,Bangladesh,Bangladesh,Financials,Financials
MERC.DH,Mercantile Islami Insurance PLC,Bangladesh,Bangladesh,Financials,Financials
GLIL.DH,Global Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
PGIN.DH,Pragati Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
MCLI.DH,Meghna Life Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
NICL.DH,Nitol Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
SBIL.DH,Sonar Bangla Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
PILI.DH,Prime Islami Life Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
PLIL.DH,Progressive Life Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
FASC.DH,FAS Finance and Investment Ltd,Bangladesh,Bangladesh,Financials,Financials
COIL.DH,Continental Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
DBHF.DH,DBH Finance PLC,Bangladesh,Bangladesh,Financials,Financials
PLIC.DH,Popular Life Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
ICBL.DH,Investment Corporation of Bangladesh,Bangladesh,Bangladesh,Financials,Financials
FIRS.DH,First Security Islami Bank PLC,Bangladesh,Bangladesh,Financials,Financials
TAKA.DH,Takaful Islami Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
STAN.DH,Standard Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
NORT.DH,Northern Islami Insurance PLC,Bangladesh,Bangladesh,Financials,Financials
NHFI.DH,National Housing Finance Plc,Bangladesh,Bangladesh,Financials,Financials
REPU.DH,Republic Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
ASIA.DH,Asia Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
RUPA.DH,Rupali Life Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
BAYL.DH,Bay Leasing And Investment Ltd,Bangladesh,Bangladesh,Financials,Financials
ISLA.DH,Islami Insurance Bangladesh Ltd,Bangladesh,Bangladesh,Financials,Financials
DHAK.DH,Dhaka Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
PROV.DH,Provati Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
GSPF.DH,GSP Finance Company (Bangladesh) Ltd,Bangladesh,Bangladesh,Financials,Financials
PADM.DH,Padma Islami Life Insurance Ltd,Bangladesh,Bangladesh,Financials,Financials
SICL.DH,Sunlife Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
FAST.DH,Fareast Finance & Investment Ltd,Bangladesh,Bangladesh,Financials,Financials
ITCO.DH,IT Consultants PLC,Bangladesh,Bangladesh,Financials,Financials
BANL.DH,Bangladesh National Insurance Co Ltd,Bangladesh,Bangladesh,Financials,Financials
EXPR.DH,Express Insurance LTD,Bangladesh,Bangladesh,Financials,Financials
UNIO.DH,Union Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
CRYS.DH,Crystal Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
SONA.DH,Sonali Life Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
NRBC.DH,NRBC Bank PLC,Bangladesh,Bangladesh,Financials,Financials
DESG.DH,Desh General Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
SBAC.DH,SBAC Bank PLC,Bangladesh,Bangladesh,Financials,Financials
CHAR.DH,Chartered Life Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
SENA.DH,Sena Insurance Plc,Bangladesh,Bangladesh,Financials,Financials
UNIB.DH,Union Bank PLC,Bangladesh,Bangladesh,Financials,Financials
MELI.DH,Meghna Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
SIKD.DH,Sikder Insurance Company Ltd,Bangladesh,Bangladesh,Financials,Financials
MIDL.DH,Midland Bank Plc,Bangladesh,Bangladesh,Financials,Financials
GLOB.DH,Global Islami Bank Ltd,Bangladesh,Bangladesh,Financials,Financials
