ID,Name,Country of Incorporation,Country of Incorporation,TRBC Economic Sector Name,GICS Sector Name,GICS Sector Name
WATANIA.DU,Watania International Holding PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
TKFE.DU,Takaful Emarat Insurance PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
HAYAH.AD,HAYAH Insurance Company PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
IH.AD,Insurance House P S C,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
AMANT.DU,Amanat Holdings PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
BHMCAPITAL.DU,BHM Capital Financial Services PSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
OUTFL.DU,Orient Takaful PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ALANSARI.DU,Al Ansari Financial Services PJSC,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ICAP.AD,Investcorp Capital Plc,United Arab Emirates,United Arab Emirates,金融,Financials,Financials
ICBI.DH,ICB Islamic Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
IFIC.DH,IFIC Bank Plc,Bangladesh,Bangladesh,金融,Financials,Financials
ISLB.DH,Islami Bank Bangladesh PLC,Bangladesh,Bangladesh,金融,Financials,Financials
MTBL.DH,Mutual Trust Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
CETI.DH,Central Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
1LSIT.DH,First Finance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
APGI.DH,Asia Pacific General Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
BDFN.DH,Bangladesh Finance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
BGIC.DH,Bangladesh General Insurance Company Plc,Bangladesh,Bangladesh,金融,Financials,Financials
BIFC.DH,Bangladesh Industrial Finance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
CITY.DH,City Insurance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
DBBK.DH,Dutch-Bangla Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
EXPT.DH,Export Import Bank of Bangladesh PLC,Bangladesh,Bangladesh,金融,Financials,Financials
FILI.DH,Fareast Islami Life Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
IDLC.DH,IDLC Finance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
IFIL.DH,Islamic Finance and Investment PLC,Bangladesh,Bangladesh,金融,Financials,Financials
ILFS.DH,International Leasing and Financial Services Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
IPDC.DH,IPDC Finance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
LBFL.DH,Lankabangla Finance Plc,Bangladesh,Bangladesh,金融,Financials,Financials
NBLL.DH,National Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
NCCB.DH,National Credit and Commerce Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
ONEB.DH,ONE Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
PHXF.DH,Phoenix Finance and Investments Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PLFS.DH,People's Leasing and Financial Services Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PLSI.DH,Premier Leasing & Finance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PRBN.DH,Premier Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
PRMT.DH,Paramount Insurance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
TRBK.DH,Trust Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
UCBL.DH,United Commercial Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
UNCP.DH,Union Capital Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ABBK.DH,AB Bank Plc,Bangladesh,Bangladesh,金融,Financials,Financials
CTBK.DH,City Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
PBBK.DH,Pubali Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
RPBK.DH,Rupali Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
UTBK.DH,Uttara Bank Plc,Bangladesh,Bangladesh,金融,Financials,Financials
ENBK.DH,Eastern Bank Plc,Bangladesh,Bangladesh,金融,Financials,Financials
UNIE.DH,United Finance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
UTFN.DH,Uttara Finance and Investments Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
AIBK.DH,Al-Arafah Islami Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
PRBK.DH,Prime Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
SEBK.DH,Southeast Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
DHBK.DH,Dhaka Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
SOCI.DH,Social Islami Bank Plc,Bangladesh,Bangladesh,金融,Financials,Financials
MDFL.DH,Midas Financing PLC,Bangladesh,Bangladesh,金融,Financials,Financials
STBL.DH,Standard Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
BKAL.DH,Bank Asia Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
MCBL.DH,Mercantile Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PFIL.DH,Prime Finance and Investment Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
JMNB.DH,Jamuna Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
BRAC.DH,BRAC Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
SIBL.DH,Shahjalal Islami Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
GDIE.DH,Green Delta Insurance Plc,Bangladesh,Bangladesh,金融,Financials,Financials
UNIS.DH,United Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PEIN.DH,Peoples Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ENIE.DH,Eastern Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
JNIN.DH,Janata Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PHIS.DH,Phoenix Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
EDIE.DH,Eastland Insurance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
KRNI.DH,Karnaphuli Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
RPIN.DH,Rupali Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
NLIS.DH,National Life Insurance Plc,Bangladesh,Bangladesh,金融,Financials,Financials
FDLI.DH,Federal Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
RELI.DH,Reliance Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PFIN.DH,Purabi General Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
DLIN.DH,Delta Life Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PRIL.DH,Pragati Life Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SLIN.DH,Sandhani Life Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PRIN.DH,Prime Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PIIN.DH,Pioneer Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
AICL.DH,Agrani Insuarnce Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
MERC.DH,Mercantile Islami Insurance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
GLIL.DH,Global Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PGIN.DH,Pragati Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
MCLI.DH,Meghna Life Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
NICL.DH,Nitol Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SBIL.DH,Sonar Bangla Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PILI.DH,Prime Islami Life Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PLIL.DH,Progressive Life Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
FASC.DH,FAS Finance and Investment Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
COIL.DH,Continental Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
DBHF.DH,DBH Finance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
PLIC.DH,Popular Life Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ICBL.DH,Investment Corporation of Bangladesh,Bangladesh,Bangladesh,金融,Financials,Financials
FIRS.DH,First Security Islami Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
TAKA.DH,Takaful Islami Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
STAN.DH,Standard Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
NORT.DH,Northern Islami Insurance PLC,Bangladesh,Bangladesh,金融,Financials,Financials
NHFI.DH,National Housing Finance Plc,Bangladesh,Bangladesh,金融,Financials,Financials
REPU.DH,Republic Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ASIA.DH,Asia Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
RUPA.DH,Rupali Life Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
BAYL.DH,Bay Leasing And Investment Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ISLA.DH,Islami Insurance Bangladesh Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
DHAK.DH,Dhaka Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PROV.DH,Provati Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
GSPF.DH,GSP Finance Company (Bangladesh) Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
PADM.DH,Padma Islami Life Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SICL.DH,Sunlife Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
FAST.DH,Fareast Finance & Investment Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ITCO.DH,IT Consultants PLC,Bangladesh,Bangladesh,工業品,Financials,Financials
BANL.DH,Bangladesh National Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
EXPR.DH,Express Insurance LTD,Bangladesh,Bangladesh,金融,Financials,Financials
UNIO.DH,Union Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
CRYS.DH,Crystal Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SONA.DH,Sonali Life Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
NRBC.DH,NRBC Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
DESG.DH,Desh General Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SBAC.DH,SBAC Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
CHAR.DH,Chartered Life Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SENA.DH,Sena Insurance Plc,Bangladesh,Bangladesh,金融,Financials,Financials
UNIB.DH,Union Bank PLC,Bangladesh,Bangladesh,金融,Financials,Financials
MELI.DH,Meghna Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
SIKD.DH,Sikder Insurance Company Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
MIDL.DH,Midland Bank Plc,Bangladesh,Bangladesh,金融,Financials,Financials
GLOB.DH,Global Islami Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
TRUS.DH,Trust Islami Life Insurance Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
ISLM.DH,Islami Commercial Insurance Co Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
NRBB.DH,NRB Bank Ltd,Bangladesh,Bangladesh,金融,Financials,Financials
AIB.PL,Arab Islamic Bank PLC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
AIG.PL,Ahliea Insurance Group,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
NIC.PL,National Insurance Co Ltd,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
PIBC.PL,Palestine Investment Bank PLC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
QUDS.PL,Quds Bank Limited PSC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
BOP.PL,Bank of Palestine PLC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
MIC.PL,Al Mashriq Insurance PSC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
PID.PL,Palestine Investment and Development Co PLC,Palestinian Territories,Palestinian Territories,房地產,Financials,Financials
TNB.PL,National Bank,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
TRUST.PL,Trust International Insurance Public Shareholding Ltd,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
ISBK.PL,Palestine Islamic Bank,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
TIC.PL,Al-Takaful Palestinian Insurance PLC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
PSE.PL,Palestine Securities Exchange PSC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
TPIC.PL,Tamkeen Palestinian Insurance,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
SAFABANK.PL,Safa Bank Co PLC,Palestinian Territories,Palestinian Territories,金融,Financials,Financials
VNR.HN,Vietnam National Reinsurance Corp,Vietnam,Vietnam,金融,Financials,Financials
STB.HM,Saigon Thuong Tin Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
BVS.HN,Bao Viet Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
ACB.HM,Asia Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
BMI.HM,Baominh Insurance Corp,Vietnam,Vietnam,金融,Financials,Financials
SSI.HM,SSI Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
PVI.HN,PVI Holdings,Vietnam,Vietnam,金融,Financials,Financials
BVH.HM,BaoViet Holdings,Vietnam,Vietnam,金融,Financials,Financials
VCB.HM,Joint Stock Commercial Bank for Foreign Trade of Viet Nam,Vietnam,Vietnam,金融,Financials,Financials
CTG.HM,Vietnam Joint Stock Commercial Bank for Industry and Trade,Vietnam,Vietnam,金融,Financials,Financials
AGR.HM,Agribank Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
CTS.HM,VietinBank Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
SHB.HM,Sai Gon Ha Noi Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
HCM.HM,Ho Chi Minh City Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
SHS.HN,Saigon Hanoi Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
APS.HN,Asia Pacific Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
VDS.HM,Viet Dragon Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
EIB.HM,Vietnam Export Import Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
VIG.HN,Viet Nam Industrial & Commercial Securities Co,Vietnam,Vietnam,金融,Financials,Financials
WSS.HN,Wall Street Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
SHN.HN,Ha Noi Investment General Corp,Vietnam,Vietnam,工業品,Financials,Financials
PGT.HN,PGT Holdings JSC,Vietnam,Vietnam,金融,Financials,Financials
VIX.HM,VIX Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
VND.HM,VNDIRECT Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
APG.HM,APG Securities Joint Stock Co,Vietnam,Vietnam,金融,Financials,Financials
OGC.HM,Ocean Group JSC,Vietnam,Vietnam,非週期性消費品,Financials,Financials
SBS.HNO,Sacombank Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
HBS.HN,Hoa Binh Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
ORS.HM,Tien Phong Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
PSI.HN,Petrovietnam Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
BIC.HM,BIDV Insurance Corp,Vietnam,Vietnam,金融,Financials,Financials
IDJ.HN,IDJ Vietnam Investment JSC,Vietnam,Vietnam,房地產,Financials,Financials
NVB.HN,National Citizen Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
PTI.HN,Post & Telecommunication Joint Stock Insurance Corp,Vietnam,Vietnam,金融,Financials,Financials
IVS.HN,Guotai Junan Securities Vietnam Corp,Vietnam,Vietnam,金融,Financials,Financials
BSI.HM,BIDV Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
PGI.HM,Petrolimex Insurance Corp,Vietnam,Vietnam,金融,Financials,Financials
MBB.HM,Military Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
BID.HM,Joint Stock Commercial Bank for Investment and Development of Vietnam,Vietnam,Vietnam,金融,Financials,Financials
MBS.HN,MB Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
FIT.HM,F.I.T Group JSC,Vietnam,Vietnam,房地產,Financials,Financials
VPB.HM,Vietnam Prosperity Joint Stock Commercial Bank,Vietnam,Vietnam,金融,Financials,Financials
MSB.HM,Vietnam Maritime Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
TVS.HM,Thien Viet Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
TVB.HM,Tri Viet Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
HVA.HNO,HVA Investment JSC,Vietnam,Vietnam,金融,Financials,Financials
IPA.HN,IPA Investments Group JSC,Vietnam,Vietnam,金融,Financials,Financials
VIB.HM,Viet Nam International Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
FTS.HM,FPT Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
TCB.HM,Vietnam Technological And Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
MIG.HM,Military Insurance Corp,Vietnam,Vietnam,金融,Financials,Financials
VCI.HM,Vietcap Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
ART.HNO,BOS Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
LPB.HM,Fortune Vietnam Joint Stock Commercial Bank,Vietnam,Vietnam,金融,Financials,Financials
BAB.HN,Bac A Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
HDB.HM,Ho Chi Minh City Development Joint Stock Commercial Bank,Vietnam,Vietnam,金融,Financials,Financials
DSC.HM,DSC Securities Corp,Vietnam,Vietnam,金融,Financials,Financials
TPB.HM,Tien Phong Commercial Joint Stock Bank,Vietnam,Vietnam,金融,Financials,Financials
EVS.HN,Everest Securities JSC,Vietnam,Vietnam,金融,Financials,Financials
EVF.HM,EVN Finance JSC,Vietnam,Vietnam,金融,Financials,Financials
