ID,Name,Country of Incorporation,Country of Incorporation,TRBC Economic Sector Name,GICS Sector Name,GICS Sector Name
CHLA.NS,Cholamandalam Investment and Finance Company Ltd,India,India,金融,Financials,Financials
CRSL.NS,CRISIL Ltd,India,India,工業品,Financials,Financials
GICH.NS,GIC Housing Finance Ltd,India,India,金融,Financials,Financials
CONS.NS,Consolidated Finvest & Holdings Ltd,India,India,金融,Financials,Financials
LICH.NS,LIC Housing Finance Ltd,India,India,金融,Financials,Financials
PRME.NS,Prime Securities Ltd,India,India,金融,Financials,Financials
TGFL.NS,Times Guaranty Ltd,India,India,金融,Financials,Financials
TFCI.NS,Tourism Finance Corporation of India Ltd,India,India,金融,Financials,Financials
VLSF.NS,VLS Finance Ltd,India,India,金融,Financials,Financials
ARCM.NS,Arihant Capital Markets Ltd,India,India,金融,Financials,Financials
ASGM.NS,ATN International Ltd,India,India,金融,Financials,Financials
ARFS.BO,Aryaman Financial Services Ltd,India,India,金融,Financials,Financials
ACL.BO,Ashirwad Capital Ltd,India,India,金融,Financials,Financials
FEDE.BO,Fedders Holding Ltd,India,India,金融,Financials,Financials
BRST.BO,Bridge Securities Ltd,India,India,金融,Financials,Financials
CEEF.BO,Ceejay Finance Ltd,India,India,金融,Financials,Financials
DCFS.NS,DCM Financial Services Ltd,India,India,金融,Financials,Financials
DSS.BO,DJS Stock and Shares Ltd,India,India,金融,Financials,Financials
MORG.BO,Morgan Ventures Ltd,India,India,金融,Financials,Financials
SAIF.BO,Sainik Finance & Industries Ltd,India,India,金融,Financials,Financials
GLCM.BO,Global Capital Markets Ltd,India,India,金融,Financials,Financials
GSBF.BO,GSB Finance Ltd,India,India,金融,Financials,Financials
GSLS.BO,GSL Securities Ltd,India,India,金融,Financials,Financials
SIVE.BO,Siddha Ventures Ltd,India,India,金融,Financials,Financials
JFIL.BO,Jagsonpal Finance and Leasing Ltd,India,India,金融,Financials,Financials
JINC.BO,Jindal Capital Ltd,India,India,金融,Financials,Financials
KJFS.BO,KJMC Financial Services Ltd,India,India,金融,Financials,Financials
LADF.BO,Ladderup Finance Ltd,India,India,金融,Financials,Financials
LIBF.BO,Libord Finance Ltd,India,India,金融,Financials,Financials
MAAC.NS,Maha Rashtra Apex Corporation Ltd,India,India,金融,Financials,Financials
MEIF.BO,Mehta Integrated Finance Ltd,India,India,金融,Financials,Financials
MORF.BO,Morarka Finance Ltd,India,India,金融,Financials,Financials
NDAS.BO,N D A Securities Ltd,India,India,金融,Financials,Financials
MONR.NS,Monarch Networth Capital Ltd,India,India,金融,Financials,Financials
NIAC.BO,Nicco Uco Alliance Credit Ltd,India,India,金融,Financials,Financials
NPRL.BO,NPR Finance Ltd,India,India,金融,Financials,Financials
PCMI.BO,Premium Capital Market and Investment Ltd,India,India,金融,Financials,Financials
KISA.BO,Kisaan Parivar Industries Ltd,India,India,非週期性消費品,Financials,Financials
RRFC.BO,R R Financial Consultants Ltd,India,India,金融,Financials,Financials
EXPF.BO,Explicit Finance Ltd,India,India,金融,Financials,Financials
SITE.BO,Sita Enterprises Ltd,India,India,金融,Financials,Financials
SDFC.BO,Som Datt Finance Corporation Ltd,India,India,金融,Financials,Financials
SVAS.BO,Svam Software Ltd,India,India,技術,Financials,Financials
SWAF.BO,Swastika Investmart Ltd,India,India,金融,Financials,Financials
SYCS.BO,Systematix Corporate Services Ltd,India,India,金融,Financials,Financials
KREN.BO,Kreon Finnancial Services Ltd,India,India,金融,Financials,Financials
YMFS.BO,Yash Management & Satellite Ltd.,India,India,非週期性消費品,Financials,Financials
ICBK.NS,ICICI Bank Ltd,India,India,金融,Financials,Financials
UCRE.BO,United Credit Ltd,India,India,金融,Financials,Financials
MEGA.BO,Mega Corp Ltd,India,India,金融,Financials,Financials
INBK.NS,Indusind Bank Ltd,India,India,金融,Financials,Financials
GSFN.BO,Gujarat State Financial Corp,India,India,金融,Financials,Financials
WFFS.BO,Wallfort Financial Services Ltd,India,India,金融,Financials,Financials
SILI.NS,Sil Investments Ltd,India,India,金融,Financials,Financials
UPIF.BO,Upsurge Investment and Finance Ltd,India,India,金融,Financials,Financials
PRIH.BO,Prithvi Exchange (India) Ltd,India,India,金融,Financials,Financials
PNBG.NS,Pnb Gilts Ltd,India,India,金融,Financials,Financials
DOLA.NS,Dolat Algotech Ltd,India,India,金融,Financials,Financials
YAMI.BO,Yamini Investments Company Ltd,India,India,金融,Financials,Financials
WILF.BO,Williamson Financial Services Ltd,India,India,金融,Financials,Financials
BLCI.NS,Blue Chip India Ltd,India,India,金融,Financials,Financials
PNBK.NS,Punjab National Bank,India,India,金融,Financials,Financials
BBSL.BO,Boston Bio Systems Ltd,India,India,醫藥衛生,Financials,Financials
UNBK.NS,Union Bank of India Ltd,India,India,金融,Financials,Financials
CNBK.NS,Canara Bank Ltd,India,India,金融,Financials,Financials
BRLF.BO,Brijlaxmi Leasing & Finance Ltd,India,India,金融,Financials,Financials
AADH.BO,Aadhaar Ventures India Ltd,India,India,金融,Financials,Financials
UCBK.NS,UCO Bank,India,India,金融,Financials,Financials
AMRP.BO,Amrapali Industries Ltd,India,India,金融,Financials,Financials
FCUS.BO,First Custodian Fund (India) Ltd,India,India,金融,Financials,Financials
GINV.BO,Ashtasidhhi Industries Ltd,India,India,金融,Financials,Financials
GLAN.BO,Glance Finance Ltd,India,India,金融,Financials,Financials
GOYA.BO,Goyal Associates Ltd,India,India,金融,Financials,Financials
HAST.BO,Hasti Finance Ltd,India,India,金融,Financials,Financials
ARLF.NS,Arman Financial Services Ltd,India,India,金融,Financials,Financials
ELIX.BO,Elixir Capital Ltd,India,India,金融,Financials,Financials
BBSS.BO,Bharat Bhushan Finance & Commodity Brokers Limited,India,India,金融,Financials,Financials
CFSL.NS,Choice International Ltd,India,India,金融,Financials,Financials
JAYA.BO,Jayabharat Credit Ltd,India,India,金融,Financials,Financials
TCFC.BO,TCFC Finance Ltd,India,India,金融,Financials,Financials
BMBK.NS,Bank of Maharashtra Ltd,India,India,金融,Financials,Financials
POON.NS,Poonawalla Fincorp Ltd,India,India,金融,Financials,Financials
UNIE.BO,United Interactive Ltd,India,India,技術,Financials,Financials
GBFL.BO,Goenka Business & Finance Ltd,India,India,金融,Financials,Financials
MICS.BO,Mangalam Industrial Finance Ltd,India,India,金融,Financials,Financials
MLTF.BO,Minolta Finance Ltd,India,India,金融,Financials,Financials
PCAP.BO,Prime Capital Market Ltd,India,India,金融,Financials,Financials
SUMF.BO,Sumedha Fiscal Services Ltd,India,India,金融,Financials,Financials
CHRM.BO,Charms Industries Ltd,India,India,金融,Financials,Financials
GKCL.BO,G K Consultants Ltd,India,India,金融,Financials,Financials
INDN.BO,Indianivesh Ltd,India,India,金融,Financials,Financials
IIFL.NS,IIFL Finance Ltd,India,India,金融,Financials,Financials
INCT.BO,Indo-City Infotech Ltd,India,India,金融,Financials,Financials
YESB.NS,Yes Bank Ltd,India,India,金融,Financials,Financials
JINP.NS,Jindal Photo Ltd,India,India,金融,Financials,Financials
CENC.NS,Centrum Capital Ltd,India,India,金融,Financials,Financials
JNSW.NS,JSW Holdings Ltd,India,India,金融,Financials,Financials
AMAG.BO,Amraworld Agrico Ltd,India,India,金融,Financials,Financials
BNRA.BO,BN Rathi Securities Ltd,India,India,金融,Financials,Financials
CITI.BO,Citi Port Financial Services Ltd,India,India,金融,Financials,Financials
DLST.BO,Dalal Street Investments Ltd,India,India,金融,Financials,Financials
DBSB.NS,DB (International) Stock Brokers Ltd,India,India,金融,Financials,Financials
AGAW.BO,Agarwal Fortune India Ltd,India,India,週期性消費品,Financials,Financials
AFIN.BO,Available Finance Ltd,India,India,金融,Financials,Financials
SIGR.BO,Sigrun Holdings Ltd,India,India,金融,Financials,Financials
GOGC.BO,Gogia Capital Growth Ltd,India,India,金融,Financials,Financials
UYFI.NS,U Y Fincorp Ltd,India,India,金融,Financials,Financials
ALGO.BO,Algoquant Fintech Ltd,India,India,技術,Financials,Financials
CHAM.BO,Challani Capital Ltd,India,India,金融,Financials,Financials
JPTS.BO,JPT Securities Ltd,India,India,金融,Financials,Financials
LIBD.BO,Libord Securities Ltd,India,India,金融,Financials,Financials
MFSL.BO,Mahan Industries Ltd,India,India,金融,Financials,Financials
MNFL.NS,Manappuram Finance Ltd,India,India,金融,Financials,Financials
INDH.BO,India Home Loan Ltd,India,India,金融,Financials,Financials
NLEA.BO,Nalin Lease Finance Ltd,India,India,金融,Financials,Financials
ASIT.BO,Asit C Mehta Financial Services Ltd,India,India,金融,Financials,Financials
OASE.BO,Oasis Securities Ltd,India,India,金融,Financials,Financials
LFNS.BO,Lead Financial Services Ltd,India,India,金融,Financials,Financials
RFCL.BO,Regal Entertainment and Consultants Ltd,India,India,金融,Financials,Financials
RITC.BO,Regency Trust Ltd,India,India,工業品,Financials,Financials
SAFN.BO,Savani Financials Limited,India,India,金融,Financials,Financials
SKPS.BO,SKP Securities Ltd,India,India,金融,Financials,Financials
LUHA.BO,Luharuka Media & Infra Ltd,India,India,金融,Financials,Financials
OPTM.BO,Optimus Finance Ltd,India,India,金融,Financials,Financials
CNIR.BO,CNI Research Ltd,India,India,週期性消費品,Financials,Financials
ROYA.BO,Royal India Corporation Ltd,India,India,週期性消費品,Financials,Financials
STEH.BO,Stephanotis Finance Ltd,India,India,金融,Financials,Financials
ALKA.BO,Alka Securities Ltd,India,India,工業品,Financials,Financials
ARIH.BO,Arihant's Securities Ltd,India,India,金融,Financials,Financials
DHRU.BO,Dhruva Capital Services Ltd,India,India,金融,Financials,Financials
GMTN.BO,Gemstone Investments Ltd,India,India,金融,Financials,Financials
GOLC.BO,Golechha Global Finance Ltd,India,India,金融,Financials,Financials
HBPF.BO,HB Portfolio Ltd,India,India,金融,Financials,Financials
INFN.BO,Indergiri Finance Ltd,India,India,金融,Financials,Financials
JHAV.BO,Jhaveri Credits and Capital Ltd,India,India,金融,Financials,Financials
ODYC.BO,Odyssey Corporation Ltd,India,India,金融,Financials,Financials
TRAD.BO,Tradewell Holdings Ltd,India,India,金融,Financials,Financials
STEA.BO,Stellant Securities (India) Ltd,India,India,金融,Financials,Financials
SILF.BO,CMX Holdings Ltd,India,India,金融,Financials,Financials
SPCF.BO,S P Capital Financing Ltd,India,India,金融,Financials,Financials
SRMA.BO,Shriram Asset Management Co Ltd,India,India,金融,Financials,Financials
BERY.BO,Beryl Securities Ltd,India,India,金融,Financials,Financials
ESRI.BO,Esaar (India) Ltd,India,India,金融,Financials,Financials
ICAP.BO,Integra Capital Ltd,India,India,金融,Financials,Financials
VISG.BO,Visagar Financial Services Ltd,India,India,金融,Financials,Financials
SART.BO,Sarthak Global Ltd,India,India,金融,Financials,Financials
SARC.BO,Saraswati Commercial (India) Ltd,India,India,金融,Financials,Financials
UKFN.BO,Ushakiran Finance Ltd,India,India,金融,Financials,Financials
HEMH.BO,Hem Holdings and Trading Ltd,India,India,金融,Financials,Financials
KAFN.BO,Kailash Auto Finance Ltd,India,India,金融,Financials,Financials
MUNC.BO,Munoth Capital Market Ltd,India,India,金融,Financials,Financials
NIDH.BO,Nidhi Granites Ltd,India,India,金融,Financials,Financials
STAE.NS,Starteck Finance Ltd,India,India,金融,Financials,Financials
POTX.BO,Polytex India Ltd,India,India,金融,Financials,Financials
PRMC.BO,Premier Capital Services Ltd,India,India,非週期性消費品,Financials,Financials
RAFI.BO,Rajath Finance Ltd,India,India,金融,Financials,Financials
FINK.BO,Finkurve Financial Services Ltd,India,India,金融,Financials,Financials
SHLE.BO,Shikhar Leasing and Trading Ltd,India,India,金融,Financials,Financials
SULE.BO,Sulabh Engineers and Services Ltd,India,India,金融,Financials,Financials
ANFI.BO,Anjani Finance Ltd,India,India,金融,Financials,Financials
INPR.BO,Industrial and Prudential Investment Co Ltd,India,India,金融,Financials,Financials
SHIT.BO,Shivom Investment & Consultancy Ltd,India,India,金融,Financials,Financials
JAFI.BO,J A Finance Ltd,India,India,金融,Financials,Financials
CUPD.BO,Cupid Breweries and Distilleries Ltd,India,India,非週期性消費品,Financials,Financials
RIUN.BO,Rich Universe Network Ltd,India,India,金融,Financials,Financials
MUKB.BO,Mukesh Babu Financial Services Ltd,India,India,金融,Financials,Financials
VINT.BO,Vintage Securities Ltd,India,India,金融,Financials,Financials
CONC.BO,Contil India Ltd,India,India,非週期性消費品,Financials,Financials
NIKI.BO,Nikki Global Finance Ltd,India,India,金融,Financials,Financials
ABAT.BO,Abate AS Industries Ltd,India,India,醫藥衛生,Financials,Financials
GACT.NS,GACM Technologies Ltd,India,India,工業品,Financials,Financials
MRTS.BO,Maruti Securities Ltd,India,India,金融,Financials,Financials
ABML.NS,Aditya Birla Money Ltd,India,India,金融,Financials,Financials
BAMS.BO,BAMPSL Securities Ltd,India,India,金融,Financials,Financials
CILS.BO,CIL Securities Ltd,India,India,金融,Financials,Financials
CAPG.NS,Capri Global Capital Ltd,India,India,金融,Financials,Financials
GLDL.BO,Golden Legand Leasing and Finance Ltd,India,India,金融,Financials,Financials
MKVE.BO,Mkventures Capital Ltd,India,India,金融,Financials,Financials
INIS.BO,Inani Securities Ltd,India,India,金融,Financials,Financials
JJFC.BO,J J Finance Corporation Ltd,India,India,金融,Financials,Financials
JONC.BO,Joindre Capital Services Ltd,India,India,金融,Financials,Financials
KJMA.BO,KJMC Corporate Advisors (India) Ltd,India,India,金融,Financials,Financials
KLGC.BO,KLG Capital Services Ltd,India,India,金融,Financials,Financials
MUNF.BO,Munoth Financial Services Ltd,India,India,金融,Financials,Financials
AAGA.BO,Aagam Capital Ltd,India,India,金融,Financials,Financials
PRFN.BO,Paragon Finance Ltd,India,India,金融,Financials,Financials
RAMP.BO,Ramsons Projects Ltd,India,India,金融,Financials,Financials
SAHR.BO,Sahara Housingfina Corporation Ltd,India,India,金融,Financials,Financials
SMIF.BO,SMIFS Capital Markets Ltd,India,India,金融,Financials,Financials
INDF.BO,Indus Finance Ltd,India,India,金融,Financials,Financials
TKYO.BO,Tokyo Finance Ltd,India,India,金融,Financials,Financials
TRNS.BO,Transcorp International Ltd,India,India,金融,Financials,Financials
VRTS.BO,VERTEX Securities Ltd,India,India,金融,Financials,Financials
STNM.BO,Stanrose Mafatlal Investments and Finance Ltd,India,India,金融,Financials,Financials
ACSL.BO,Abhinav Capital Services Ltd,India,India,金融,Financials,Financials
ICLI.BO,Inditrade Capital Ltd,India,India,金融,Financials,Financials
MMFS.NS,Mahindra and Mahindra Financial Services Ltd,India,India,金融,Financials,Financials
EMKS.NS,Emkay Global Financial Services Ltd,India,India,金融,Financials,Financials
DCBA.NS,DCB Bank Ltd,India,India,金融,Financials,Financials
SCYS.NS,Steel City Securities Ltd,India,India,金融,Financials,Financials
MCEI.NS,Multi Commodity Exchange of India Ltd,India,India,金融,Financials,Financials
SINV.BO,Sharp Investments Ltd,India,India,金融,Financials,Financials
PWFC.NS,Power Finance Corporation Ltd,India,India,金融,Financials,Financials
TRFI.NS,Transwarranty Finance Ltd,India,India,金融,Financials,Financials
STTC.BO,Step Two Corporation Ltd,India,India,金融,Financials,Financials
YAST.BO,Yash Trading and Finance Ltd,India,India,金融,Financials,Financials
GOWL.BO,Gowra Leasing and Finance Ltd,India,India,金融,Financials,Financials
LOHS.BO,Lohia Securities Ltd,India,India,金融,Financials,Financials
INBA.NS,Indian Bank,India,India,金融,Financials,Financials
AUTH.NS,Authum Investment & Infrastructure Ltd,India,India,金融,Financials,Financials
ICRA.NS,ICRA Ltd,India,India,工業品,Financials,Financials
MOFS.NS,Motilal Oswal Financial Services Ltd,India,India,金融,Financials,Financials
CBI.NS,Central Bank of India Ltd,India,India,金融,Financials,Financials
MCDH.NS,McDowell Holdings Ltd,India,India,金融,Financials,Financials
HACA.BO,Haryana Capfin Ltd,India,India,金融,Financials,Financials
RELG.NS,Religare Enterprises Ltd,India,India,金融,Financials,Financials
EDEL.NS,Edelweiss Financial Services Ltd,India,India,金融,Financials,Financials
RECM.NS,REC Limited,India,India,金融,Financials,Financials
BILL.BO,Bervin Investment and Leasing Ltd,India,India,金融,Financials,Financials
NCIL.NS,Nagreeka Capital & Infrastructure Ltd,India,India,金融,Financials,Financials
PISA.NS,Paisalo Digital Ltd,India,India,金融,Financials,Financials
PHTN.BO,Photon Capital Advisors Ltd,India,India,金融,Financials,Financials
UTIA.NS,UTI Asset Management Company Ltd,India,India,金融,Financials,Financials
SUNG.BO,Sungold Capital Ltd,India,India,金融,Financials,Financials
BJFS.NS,Bajaj Finserv Ltd,India,India,金融,Financials,Financials
AMLG.BO,Amalgamated Electricity Company Ltd,India,India,工業品,Financials,Financials
SWIN.BO,SW Investments Ltd,India,India,金融,Financials,Financials
TILV.BO,Tilak Ventures Ltd,India,India,金融,Financials,Financials
MDSE.BO,Madhusudan Securities Ltd,India,India,金融,Financials,Financials
MONO.BO,Monotype India Ltd,India,India,金融,Financials,Financials
IISL.BO,Indian Infotech and Software Ltd,India,India,金融,Financials,Financials
LONG.BO,Longspur International Ventures Ltd,India,India,工業品,Financials,Financials
BANA.BO,Banas Finance Ltd,India,India,金融,Financials,Financials
PSIT.BO,PS IT Infrastructure & Services Ltd,India,India,金融,Financials,Financials
KAIR.BO,Kairosoft AI Solutions Ltd,India,India,金融,Financials,Financials
PFCS.BO,Pro Fin Capital Services Ltd,India,India,金融,Financials,Financials
ABAS.BO,Abans Enterprises Ltd,India,India,金融,Financials,Financials
MISH.BO,Mishka Finance and Trading Ltd,India,India,週期性消費品,Financials,Financials
YUNK.BO,Yunik Managing Advisors Ltd,India,India,工業品,Financials,Financials
NAHA.NS,Nahar Capital and Financial Services Ltd,India,India,金融,Financials,Financials
DHAE.NS,Dhani Services Ltd,India,India,金融,Financials,Financials
KBSI.BO,KBS India Ltd,India,India,金融,Financials,Financials
WICL.NS,Welspun Investments and Commercials Ltd,India,India,金融,Financials,Financials
CPIT.BO,Capital India Finance Ltd,India,India,金融,Financials,Financials
MOOG.BO,Moongipa Capital Finance Ltd,India,India,金融,Financials,Financials
VAXH.BO,Vax Housing Ltd,India,India,工業品,Financials,Financials
KENF.BO,Ken Financial Services Ltd,India,India,金融,Financials,Financials
BAAC.BO,Bengal & Assam Company Ltd,India,India,金融,Financials,Financials
BSEL.NS,BSE Ltd,India,India,金融,Financials,Financials
ADIN.BO,Adinath Exim Resources Ltd,India,India,金融,Financials,Financials
IGSL.NS,Inventure Growth & Securities Ltd,India,India,金融,Financials,Financials
VIKA.BO,Vikalp Securities Ltd,India,India,金融,Financials,Financials
ASHU.BO,Tridev Infraestates Ltd,India,India,基礎原材料,Financials,Financials
PUNA.NS,Punjab & Sind Bank,India,India,金融,Financials,Financials
PAYT.NS,One 97 Communications Ltd,India,India,工業品,Financials,Financials
LFIC.NS,Lakshmi Finance and Industrial Corp Ltd,India,India,金融,Financials,Financials
SAFL.BO,Safal Securities Ltd,India,India,金融,Financials,Financials
NCRF.BO,NCL Research and Financial Services Ltd,India,India,金融,Financials,Financials
ANER.BO,Aneri Fincap Ltd,India,India,金融,Financials,Financials
SPAD.NS,Spandana Sphoorty Financial Ltd,India,India,金融,Financials,Financials
AGST.NS,AGS Transact Technologies Ltd,India,India,工業品,Financials,Financials
MUTT.NS,Muthoot Finance Ltd,India,India,金融,Financials,Financials
LTFL.NS,L&T Finance Ltd,India,India,金融,Financials,Financials
PTCN.NS,PTC India Financial Services Ltd,India,India,金融,Financials,Financials
ONEL.NS,Onelife Capital Advisors Ltd,India,India,金融,Financials,Financials
KALA.NS,Kalyani Investment Company Ltd,India,India,金融,Financials,Financials
BFIN.NS,BF Investment Ltd,India,India,金融,Financials,Financials
INNO.BO,Innovassynth Investments Ltd,India,India,金融,Financials,Financials
STEL.NS,STEL Holdings Ltd,India,India,金融,Financials,Financials
ECON.BO,Econo Trade (India) Ltd,India,India,金融,Financials,Financials
ARNO.BO,Arnold Holdings Ltd,India,India,金融,Financials,Financials
DHUS.NS,Dhunseri Investments Ltd,India,India,基礎原材料,Financials,Financials
DASL.BO,Daulat Securities Ltd,India,India,金融,Financials,Financials
ITSL.NS,Indo Thai Securities Ltd,India,India,金融,Financials,Financials
DELW.NS,Delphi World Money Ltd,India,India,金融,Financials,Financials
DYNC.BO,Dynamic Portfolio Management & Services Ltd,India,India,金融,Financials,Financials
EKAM.BO,Ekam Leasing and Finance Co Ltd,India,India,金融,Financials,Financials
GLOB.BO,Global Infratech & Finance Ltd,India,India,金融,Financials,Financials
HUDC.NS,Housing and Urban Development Corporation Ltd,India,India,金融,Financials,Financials
PNBH.NS,PNB Housing Finance Ltd,India,India,金融,Financials,Financials
CREI.NS,CARE Ratings Ltd,India,India,工業品,Financials,Financials
RHFL.NS,Repco Home Finance Ltd,India,India,金融,Financials,Financials
PILN.NS,Pilani Investment And Industries Corporation Ltd,India,India,金融,Financials,Financials
RRSE.BO,R R Securities Ltd,India,India,金融,Financials,Financials
FERV.BO,Fervent Synergies Ltd,India,India,非週期性消費品,Financials,Financials
GRCR.BO,Greencrest Financial Services Ltd,India,India,金融,Financials,Financials
PYXI.BO,Pyxis Finvest Ltd,India,India,金融,Financials,Financials
PRMF.BO,Pmc Fincorp Ltd,India,India,金融,Financials,Financials
FUTU.BO,Futuristic Solutions Ltd,India,India,金融,Financials,Financials
GENA.NS,General Insurance Corporation of India,India,India,金融,Financials,Financials
DISR.BO,Disha Resources Ltd,India,India,週期性消費品,Financials,Financials
CMFC.BO,Comfort Commotrade Ltd,India,India,金融,Financials,Financials
TAMI.NS,Tamilnad Mercantile Bank Ltd,India,India,金融,Financials,Financials
SRGH.NS,SRG Housing Finance Ltd,India,India,金融,Financials,Financials
SMCG.NS,SMC Global Securities Ltd,India,India,金融,Financials,Financials
CASP.BO,Caspian Corporate Services Ltd,India,India,工業品,Financials,Financials
GCMS.BO,GCM Securities Ltd,India,India,金融,Financials,Financials
COMO.BO,Comfort Fincap Ltd,India,India,金融,Financials,Financials
IFIN.BO,India Finsec Ltd,India,India,金融,Financials,Financials
KIFS.BO,Kifs Financial Services Ltd,India,India,金融,Financials,Financials
ALCR.BO,Alacrity Securities Ltd,India,India,金融,Financials,Financials
MATE.BO,Money Masters Leasing and Finance Ltd,India,India,金融,Financials,Financials
GCMC.BO,GCM Commodity & Derivatives Ltd,India,India,金融,Financials,Financials
AMRA.BO,Amrapali Capital and Finance Services Ltd,India,India,金融,Financials,Financials
SMMN.NS,Sammaan Capital Ltd,India,India,金融,Financials,Financials
SRGS.BO,S R G Securities Finance Ltd,India,India,金融,Financials,Financials
STLL.BO,Stellar Capital Services Ltd,India,India,金融,Financials,Financials
JINL.NS,Jindal Poly Investment and Finance Company Ltd,India,India,金融,Financials,Financials
SACE.NS,Spacenet Enterprises India Ltd,India,India,金融,Financials,Financials
AGCM.BO,Agrimony Commodities Ltd,India,India,金融,Financials,Financials
SPSF.BO,SPS Finquest Ltd,India,India,金融,Financials,Financials
RATB.NS,RBL Bank Ltd,India,India,金融,Financials,Financials
GCMA.BO,GCM Capital Advisors Ltd,India,India,金融,Financials,Financials
VIJI.NS,Viji Finance Ltd,India,India,金融,Financials,Financials
MONB.BO,Moneyboxx Finance Ltd,India,India,金融,Financials,Financials
KIRN.BO,Kiran Vyapar Ltd,India,India,金融,Financials,Financials
GDLN.BO,Gold Line International Finvest Ltd,India,India,金融,Financials,Financials
AFET.BO,A F Enterprises Ltd,India,India,工業品,Financials,Financials
JACK.BO,Jackson Investments Ltd,India,India,金融,Financials,Financials
CLGF.BO,Classic Global Finance and Capital Ltd,India,India,金融,Financials,Financials
CAPI.BO,Capital Trade Links Ltd,India,India,金融,Financials,Financials
RALF.BO,Ramchandra Leasing and Finance Ltd,India,India,金融,Financials,Financials
MEGC.BO,Meghna Infracon Infrastructure Ltd,India,India,週期性消費品,Financials,Financials
IIAN.NS,Indian Energy Exchange Ltd,India,India,金融,Financials,Financials
ACHL.BO,Achal Investments Ltd,India,India,金融,Financials,Financials
TTIE.BO,TTI Enterprise Ltd,India,India,金融,Financials,Financials
TOYA.BO,Toyam Sports Ltd,India,India,週期性消費品,Financials,Financials
ARYC.BO,Aryaman Capital Markets Ltd,India,India,金融,Financials,Financials
VIGC.BO,Vibrant Global Capital Ltd,India,India,金融,Financials,Financials
STAO.BO,Star Housing Finance Ltd,India,India,金融,Financials,Financials
KRNA.BO,Karnavati Finance Ltd,India,India,金融,Financials,Financials
IFIB.NS,Infibeam Avenues Ltd,India,India,技術,Financials,Financials
NIYO.BO,Niyogin Fintech Ltd,India,India,金融,Financials,Financials
KLYC.BO,Kalyan Capitals Ltd,India,India,金融,Financials,Financials
JMJF.BO,JMJ Fintech Ltd,India,India,金融,Financials,Financials
SSPN.BO,SSPN Finance Ltd,India,India,金融,Financials,Financials
PANF.BO,Panafic Industrials Ltd,India,India,金融,Financials,Financials
CENA.NS,Central Depository Services (India) Ltd,India,India,金融,Financials,Financials
NEIL.BO,Neil Industries Ltd,India,India,金融,Financials,Financials
FRLF.BO,Franklin Leasing and Finance Ltd,India,India,金融,Financials,Financials
BLUO.BO,BlueBlood Ventures Ltd,India,India,金融,Financials,Financials
RJPU.BO,Rajputana Investment & Finance Ltd,India,India,週期性消費品,Financials,Financials
PAUL.BO,Paul Merchants Ltd,India,India,金融,Financials,Financials
VBIN.BO,VB Industries Ltd,India,India,金融,Financials,Financials
SBIL.NS,SBI Life Insurance Company Ltd,India,India,金融,Financials,Financials
AMRF.BO,Amrapali Fincap Ltd,India,India,金融,Financials,Financials
SGFI.BO,SG Finserve Ltd,India,India,金融,Financials,Financials
BANH.NS,Bandhan Bank Ltd,India,India,金融,Financials,Financials
SATR.NS,Satin Creditcare Network Ltd,India,India,金融,Financials,Financials
NVCA.BO,Navigant Corporate Advisors Ltd,India,India,金融,Financials,Financials
HDFL.NS,HDFC Life Insurance Company Ltd,India,India,金融,Financials,Financials
IDFB.NS,IDFC First Bank Ltd,India,India,金融,Financials,Financials
INAC.NS,IndoStar Capital Finance Ltd,India,India,金融,Financials,Financials
BFLA.BO,BFL Asset Finvest Ltd,India,India,金融,Financials,Financials
ICIR.NS,ICICI Prudential Life Insurance Company Ltd,India,India,金融,Financials,Financials
RSDF.BO,RSD Finance Ltd,India,India,金融,Financials,Financials
MASF.NS,MAS Financial Services Ltd,India,India,金融,Financials,Financials
MASK.NS,Mask Investments Ltd,India,India,金融,Financials,Financials
AUFI.NS,AU Small Finance Bank Ltd,India,India,金融,Financials,Financials
NBII.NS,NBI Industrial Finance Company Ltd,India,India,金融,Financials,Financials
LKPS.BO,LKP Securities Ltd,India,India,金融,Financials,Financials
TRUC.NS,Trucap Finance Ltd,India,India,金融,Financials,Financials
ESCR.BO,Escorp Asset Management Ltd,India,India,金融,Financials,Financials
THEE.NS,New India Assurance Company Ltd,India,India,金融,Financials,Financials
CLAL.BO,Classic Leasing & Finance Ltd,India,India,金融,Financials,Financials
INAR.NS,Indian Renewable Energy Development Agency Ltd,India,India,金融,Financials,Financials
ICIL.NS,ICICI Lombard General Insurance Company Ltd,India,India,金融,Financials,Financials
NIPF.NS,Nippon Life India Asset Management Ltd,India,India,金融,Financials,Financials
INID.NS,Indian Railway Finance Corp Ltd,India,India,金融,Financials,Financials
SCAC.NS,Share India Securities Ltd,India,India,金融,Financials,Financials
ADTB.NS,Aditya Birla Capital Ltd,India,India,金融,Financials,Financials
RLIC.NS,Reliance Home Finance Ltd,India,India,金融,Financials,Financials
ICCI.NS,ICICI Securities Ltd,India,India,金融,Financials,Financials
PAIS.NS,5Paisa Capital Ltd,India,India,金融,Financials,Financials
HDFA.NS,HDFC Asset Management Company Ltd,India,India,金融,Financials,Financials
CRDE.NS,CreditAccess Grameen Ltd,India,India,金融,Financials,Financials
AVAS.NS,Aavas Financiers Ltd,India,India,金融,Financials,Financials
MUTO.NS,Muthoot Microfin Ltd,India,India,金融,Financials,Financials
